dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2016-03-02 22:05:55.525000,L8,408.58,386.03,394.87,,,384.62,393.29,407.32,408.43,400.48,412.40,417.53,420.82,409.51,412.30,411.44,410.16,405.44,397.32,408.74,420.17,,,,,,,,,,,,,,,,,406.15,431.65,,,,,,,,423.71,412.69,412.52,413.16,415.27,414.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.32,397.81,386.80,401.18,410.40,412.61,414.68,399.61,,,,,,,,,,,,,,,,411.13,403.41,411.56,408.43,408.05,416.00,408.90
2016-03-09 22:12:04.857000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.28,423.64,401.56,414.53,,,,,,421.13,408.92,394.84,344.28,345.20,378.88,387.08,348.48,374.97,,,,,,,,,,,,,,305.97,,,,,,,,,,,,,,,,,,,,,,,418.84,379.74,375.16,312.85,,,,,,,,,,,,,,,,,,,
2016-03-25 22:11:56.307000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.52,381.19,381.60,369.37,370.06,352.68,352.32,379.10,422.10,,,,,,,,,,,,,,,,,306.38,300.49,,,,,,,,,,,,,,,,,,,,,,,394.88,313.52,399.91,,,,,,,,,,,,,,,,,,,
2016-05-12 22:11:44.638000,L8,,,,,,,,420.93,335.69,369.59,370.30,334.77,,,,,,386.53,371.36,427.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21 22:05:38.418000,L8,338.60,314.60,340.97,312.97,338.15,358.90,367.05,372.96,389.59,420.54,421.79,419.34,401.55,395.36,406.30,396.90,402.53,400.52,376.60,413.82,400.06,381.62,402.94,407.43,409.00,392.84,392.38,381.93,382.95,350.51,360.03,376.66,354.35,371.86,371.98,391.38,396.28,352.84,389.66,373.81,374.45,385.24,389.51,401.22,405.07,,,,,,,382.46,327.32,407.21,,394.94,370.70,397.44,397.87,397.13,388.12,395.29,406.48,,,346.53,358.98,348.71,,,,,,,,,,,,397.30,,,,337.66,340.98,328.38,335.73,356.60,368.62,364.44,371.26,357.54,,,,398.78,400.20,428.31,414.17,386.61,,,,,,,,,,,,,,
2016-07-15 22:12:10.289000,L8,,,,317.53,345.56,,,,,,,,,,,,,,371.12,406.29,352.29,,,,,,,,,297.03,302.04,313.80,302.68,398.97,417.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24 22:06:01.938000,L8,,,323.08,301.89,345.07,369.64,394.04,385.60,,,,,,,,409.13,421.23,373.76,382.15,398.60,400.51,374.32,398.87,403.21,396.30,393.08,387.70,380.58,367.01,360.22,367.44,384.19,368.83,385.40,391.81,406.36,415.11,374.83,416.47,398.63,389.25,405.12,403.74,409.02,413.61,420.60,413.46,404.56,375.94,383.43,402.78,415.66,420.55,381.02,402.70,425.32,392.38,443.31,410.75,,,,,,,384.42,415.16,395.88,376.39,374.87,367.96,382.01,399.40,399.13,328.30,301.40,326.20,344.38,360.59,403.19,,,,370.42,367.55,354.12,357.72,391.67,398.02,394.12,401.31,397.76,366.88,412.19,391.89,389.04,381.23,385.50,,387.82,350.54,385.17,404.89,399.58,384.02,394.29,377.10,372.79,365.34,367.89,362.09,361.94,376.23,359.84
2016-07-31 22:12:13.964000,L8,,,381.57,360.71,302.94,,,,,,,,,,,,,,,,,,,,,,368.80,413.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16 22:12:17.658000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.93,405.42,373.83,428.54,421.32,390.56,406.41,431.24,424.51,420.26,411.87,320.05,330.46,316.59,330.90,311.82,389.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.93,392.90,375.31,380.55,396.79,420.00,,394.76,385.43,,,,,,,,,,,,,,,,,,,,,,
2016-09-01 22:12:24.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.61,397.38,373.44,371.60,371.03,368.05,374.18,367.83,361.80,348.59,334.60,319.59,326.09,324.06,316.10,,,,,,,,,,,,,,,,419.49,,,,,,,,,,,,,,,,400.22,384.81,376.11,375.78,389.40,399.04,400.63,392.95,372.50,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:06:15.488000,L8,,,,,,329.87,336.86,320.46,324.59,325.16,340.61,351.73,349.21,353.76,352.41,350.42,351.70,350.02,,,351.32,312.65,349.45,356.49,346.47,349.63,341.76,331.56,323.14,288.73,315.66,338.13,322.29,333.74,332.75,350.42,354.88,329.29,393.00,375.85,,372.94,352.02,393.93,399.79,387.04,389.96,360.71,331.42,327.63,350.79,327.04,332.55,353.17,330.57,361.70,360.96,385.19,381.42,395.95,,325.88,331.46,400.40,392.99,337.31,363.31,349.74,340.49,319.14,347.28,351.51,376.20,380.32,334.47,298.30,313.97,340.35,351.91,296.15,382.77,356.02,332.07,340.81,347.15,331.20,,,,,322.59,358.12,354.69,371.92,365.14,334.49,325.36,345.08,404.92,336.97,295.51,383.86,393.75,381.75,,,,,,,,,,
2016-10-12 22:06:21.213000,L8,355.95,337.24,350.08,322.15,355.02,373.22,388.53,391.80,397.89,398.23,410.64,413.74,416.56,406.96,409.67,,412.53,402.01,390.48,409.04,405.21,387.28,410.10,,403.18,404.30,401.85,397.24,385.59,374.65,385.98,392.60,379.84,400.93,403.01,421.08,,400.57,435.29,,,,,,,,421.81,414.10,412.82,417.50,415.83,413.53,,,,,,,,,,,,,,412.05,425.54,410.77,,,,,,,,,,,,,,,,404.54,391.56,374.76,378.19,408.53,411.86,415.19,419.63,416.05,,,,,,,,,,,,,,,,411.23,407.53,413.28,411.52,411.59,421.32,427.39
2016-10-28 22:06:23.178000,L8,,,,,313.63,333.91,348.40,350.50,352.17,350.88,362.26,370.05,372.41,364.31,368.48,364.68,363.34,360.89,,,364.18,332.18,366.16,367.51,362.08,363.98,362.13,347.28,331.08,318.97,341.44,351.79,336.72,363.89,356.19,381.02,391.21,367.64,398.96,384.05,384.46,396.73,396.68,399.43,403.75,402.66,393.38,373.56,372.00,369.51,359.40,343.56,381.03,364.17,376.54,399.86,362.07,403.38,394.55,409.39,389.11,386.29,404.80,409.94,399.42,344.47,377.15,370.20,368.07,379.29,382.27,394.26,384.40,373.00,342.58,358.02,362.07,346.67,362.66,393.09,409.99,358.38,331.61,353.77,354.97,345.14,351.56,366.99,377.67,380.44,390.23,372.56,362.26,368.83,384.90,386.25,363.18,376.53,420.41,385.71,311.64,380.58,391.02,383.68,358.98,385.76,385.93,377.61,374.85,376.57,363.32,359.98,384.19,371.40
2016-11-04 22:12:33.369000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.28,324.53,,,370.28,374.18,366.34,367.44,362.78,356.91,330.56,304.29,,,,,,,,,,,,,,,,,,406.79,410.55,408.62,,,,,,,,,,,,,,,,388.85,345.94,333.98,,346.42,341.65,398.46,384.74,364.23,,,,,,,,,,,,,,,,,,,,,,
2016-11-20 22:12:33.363000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.69,415.43,,381.07,396.98,389.21,391.83,381.96,376.06,376.30,382.27,335.47,345.99,336.28,342.26,330.80,326.14,324.23,,,,,,,,,,,,,,381.56,,,,,,,,,,,,,,,,393.90,390.43,363.87,385.11,400.20,405.44,405.96,389.55,387.17,303.58,317.56,,,,,,,,,,,,,,,,,,,
2016-12-15 22:06:18.115000,L8,349.82,323.85,339.77,303.86,343.78,363.98,376.06,384.01,386.30,386.44,408.84,403.51,397.78,392.20,403.06,,,,,422.90,382.01,372.65,363.82,,349.40,410.76,374.71,386.26,370.57,362.94,367.99,,,,,,420.85,400.86,429.27,414.57,412.04,420.49,418.14,425.06,,423.77,418.78,407.29,410.68,411.60,412.62,408.63,421.33,403.26,415.70,,,,,,,,,,,397.58,412.88,401.39,413.41,420.77,,,,,,,,,,,,,,380.89,380.50,368.11,375.22,394.75,406.01,410.67,418.00,398.01,408.86,418.05,413.77,,,,,,,,,,,,,,,,,,,
2017-01-16 22:06:11.085000,L8,357.58,340.12,347.47,327.78,361.84,383.77,395.72,399.59,401.04,395.81,408.76,412.50,413.91,406.05,406.93,404.74,399.67,399.96,386.69,407.81,409.90,382.09,,,,,417.87,390.55,380.42,363.33,372.35,387.50,376.99,401.78,396.56,,419.47,402.74,431.49,419.03,414.57,424.81,,,,,422.05,409.13,413.35,415.10,412.57,411.19,429.32,,,,,,,,,,,,,402.07,411.94,403.60,,,,,,,,,,,,,,,,384.96,381.77,370.79,376.66,400.23,408.50,413.56,426.98,400.39,,,,,,,,,,,,,,,,409.35,407.77,412.67,403.71,413.03,421.12,422.63
2017-01-23 22:12:19.295000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.60,,,,,,,,363.06,379.73,349.46,352.77,421.28,380.79,337.04,328.87,335.77,330.50,,,,,,,,,,,426.91,422.38,401.55,339.55,,,,405.80,388.50,361.93,,,,,,,,,393.88,378.02,372.95,379.34,406.19,409.69,406.44,392.13,367.46,325.00,329.61,313.35,,,,,,,,,,,,,,,,,,,
2017-02-08 22:12:10.910000,L8,,,,,,,,,,,,,,,351.78,363.38,421.88,,,,,,,,,,,,,,,,,,,,422.58,366.09,395.49,370.67,372.68,376.13,368.57,373.53,363.68,358.09,344.44,330.53,325.60,320.21,,,,,,,,,,,,,,,,418.14,414.42,400.01,,,,,,,,,,,,,,,,391.84,376.92,376.61,377.89,390.33,398.15,399.43,385.40,365.83,,,,,,,,,,,,,,,,,,,,,,
2017-02-24 22:12:05.979000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.64,417.74,397.79,390.57,393.63,388.11,393.23,382.78,377.28,366.27,350.39,351.12,346.78,338.26,344.55,331.12,336.04,325.41,,,,,,,,,,,,,,302.81,379.59,375.79,376.71,346.50,,,,,,,,,,,,,,,,,423.38,412.93,390.15,311.38,324.93,310.08,,,,,,,,,,,,,,,,,,,
2017-04-13 22:11:40.993000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.33,382.71,385.71,380.02,403.95,382.82,354.37,345.08,331.09,327.11,321.89,307.24,316.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.52,416.98,419.17,412.28,393.68,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:05:23.284000,L8,,,,,266.08,324.28,324.52,321.88,350.34,355.38,372.90,374.32,374.12,361.90,371.04,364.54,362.72,360.66,,,366.45,337.55,358.54,359.40,359.24,354.89,351.50,343.00,329.96,286.24,,,,,331.41,343.35,368.93,,,,,349.58,369.15,388.80,,,,,,,,,,,,,,,,,,,,,,339.12,317.45,301.99,343.15,337.25,362.13,353.76,377.16,377.58,,,,,,,,,,,,,,,,,,,,,386.97,,,,,,,,,,,,,,,,,,,
2017-05-24 22:05:34.407000,L8,,,,,,298.88,302.00,309.21,312.65,339.35,354.73,359.69,353.44,351.15,357.05,351.84,347.58,349.09,,,361.45,320.15,348.76,346.54,345.36,345.22,339.22,332.36,322.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-09 22:05:42.375000,L8,,,,242.47,324.72,298.70,336.13,,,,,,,,,411.86,415.43,362.82,398.28,,,383.31,413.39,375.72,376.37,346.64,381.62,362.23,377.82,388.45,369.29,364.07,321.47,369.89,376.87,,,365.22,390.74,381.18,317.12,377.50,378.92,394.62,391.15,411.70,407.56,390.71,,,,,309.28,311.08,373.64,359.87,375.55,412.80,,,,,,,389.79,,,,356.87,338.62,382.79,364.80,382.12,401.19,319.75,342.08,341.84,345.19,346.92,303.02,424.42,406.30,378.81,,353.54,355.82,354.02,387.83,379.00,,325.10,360.97,345.37,372.86,395.86,,,,,340.79,,,,,,,,,,,,,,
2017-06-16 22:11:55.802000,L8,,,,,,,,,,407.50,378.26,378.58,408.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-11 22:05:50.423000,L8,,,,,,370.47,386.52,389.08,381.88,385.20,397.24,401.37,401.21,393.33,394.42,394.87,393.43,391.98,343.13,396.86,392.80,364.88,386.59,389.07,388.61,380.00,375.72,369.44,358.39,349.18,360.26,377.61,363.54,382.11,388.99,397.00,410.80,375.33,418.57,393.40,417.46,388.31,390.09,416.49,413.53,416.24,418.80,409.68,381.19,393.95,386.95,375.13,407.09,372.74,407.71,,385.33,436.62,407.56,409.42,386.68,404.65,423.92,,,378.47,407.21,379.09,396.39,400.21,,,,,,,,,,,,,,369.67,363.81,346.55,342.75,375.52,387.81,371.79,386.52,386.51,383.36,411.43,403.64,347.46,382.62,404.75,431.72,,294.20,350.91,391.07,392.31,382.61,389.36,381.97,374.08,372.96,370.73,365.64,368.47,392.17,370.30
2017-08-03 22:12:11.903000,L8,,,,,,,,,,,,,,,,,,,,,,,422.19,404.74,432.35,346.57,,,,,,,,,,,,,,,331.48,338.31,354.22,355.48,357.63,346.83,338.39,302.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-04 22:12:19.532000,L8,,,,,,,,,,364.39,422.63,386.54,,,,,,,,,,,,,,,,,,,,380.20,381.76,378.42,402.62,419.18,392.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.57,405.01,389.05,,,,,,,,,,,,,,,,380.19,365.02,356.71,358.00,367.59,374.74,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:06:16.377000,L8,,,,,,,,425.43,374.20,405.54,410.24,413.29,412.31,404.04,403.22,403.43,399.76,409.06,,,,,,,,,,,,,,,347.28,383.49,393.39,401.90,405.44,399.73,433.32,415.62,416.00,417.97,417.12,424.43,,421.91,418.45,408.59,408.57,414.51,412.33,411.51,,,,,,,,,,,,,,377.11,399.57,378.80,,,,,410.66,403.72,398.78,369.85,375.03,352.84,,,,,,379.45,393.08,370.31,375.82,395.69,408.12,410.78,411.43,403.13,,,,,,,,,,,413.19,414.85,411.01,417.07,404.50,383.97,383.84,,,,,
2017-11-23 22:12:24.377000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.51,416.76,403.16,392.72,398.65,392.87,395.11,382.41,378.02,367.46,349.34,358.88,345.66,342.98,349.02,333.45,340.19,328.53,,,,,,,,,,,,,,307.81,,,,,,,,,,,,,,,422.00,405.24,396.10,398.34,413.41,423.29,419.76,411.38,391.97,319.16,336.79,312.47,,,,,,,,,,,,,,,,,,,
2017-12-02 22:06:10.894000,L8,357.53,345.01,349.98,334.82,,,,,,417.25,412.02,417.48,413.45,403.88,405.59,406.45,402.00,408.77,395.43,434.26,,,,,,423.73,399.44,393.81,382.90,370.10,386.98,390.38,378.40,398.07,400.87,,,406.69,435.62,,,,,,,,,,,,,,,,,,,,,,,,,,,427.15,421.89,405.90,,,,,,,,,,,,,,,,396.53,393.36,372.98,383.81,399.39,412.73,413.51,422.47,402.96,,,,,,,,,,,,,,,,,,,,,,
2018-01-10 22:12:18.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.65,392.88,403.13,390.88,390.36,386.18,386.58,368.07,350.07,351.82,345.99,343.62,337.88,328.06,340.07,378.03,,,,,,,,,,,,,410.11,,,,,,,,,,,,,,,,401.28,382.89,385.09,393.66,405.44,420.93,414.24,399.83,407.50,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:06:02.658000,L8,,,,,,,374.34,375.28,383.36,383.98,395.03,400.14,397.67,355.55,379.76,391.29,383.20,379.37,345.60,,356.01,333.14,335.41,328.30,365.46,369.86,377.09,369.87,357.92,347.59,360.26,374.40,353.81,373.16,378.63,391.04,402.78,371.52,404.96,392.32,394.61,397.90,408.28,417.74,426.01,421.24,417.39,405.79,406.13,408.70,407.21,406.09,406.62,398.27,397.97,417.05,391.84,426.65,415.66,416.93,413.65,407.15,411.05,421.11,408.89,377.55,397.12,381.37,405.62,378.26,384.54,423.46,411.17,,,,,292.60,394.82,402.21,424.99,408.00,392.34,376.59,371.16,363.66,372.67,393.89,406.01,406.56,411.24,392.70,386.38,392.40,408.52,400.12,385.91,405.80,426.75,410.38,374.16,410.00,415.82,410.91,402.26,400.21,402.84,380.86,378.51,403.88,399.11,400.90,406.22,397.68
2018-02-27 22:11:55.717000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.03,402.80,373.61,374.35,380.31,370.32,377.97,361.82,346.37,333.21,321.30,320.47,315.16,318.13,317.93,305.41,,,,,,,,,,,,,,,416.53,,,,,,,,,,,,,,,,401.84,386.39,382.82,387.18,397.08,407.80,407.79,393.18,376.37,,,,,,,,,,,,,,,,,,,,,,
2018-03-08 22:05:39.901000,L8,,,,,264.52,323.27,335.96,331.69,345.26,347.02,366.55,370.82,365.73,356.38,365.54,357.85,357.41,355.79,,,355.66,336.53,352.74,350.12,348.26,348.02,344.00,334.61,322.64,285.79,318.92,341.49,326.45,323.01,337.29,342.46,365.89,366.49,403.03,384.74,378.37,387.38,394.15,401.99,403.09,401.80,397.73,385.26,376.21,317.68,361.73,350.83,351.05,359.20,332.28,388.30,365.05,392.77,,,,,,,,347.42,366.16,349.25,364.37,,,332.06,373.89,378.51,335.29,338.62,355.04,350.22,348.04,306.55,,,,350.30,347.39,342.98,347.64,372.70,379.75,384.25,388.61,357.26,352.58,376.54,393.45,339.69,326.18,345.83,395.11,344.23,,374.33,333.27,295.77,,,,,,,299.03,353.21,342.52,365.36
2018-03-15 22:11:46.334000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.04,417.98,399.20,386.82,390.70,391.49,394.10,383.05,378.27,369.96,349.73,352.38,345.55,338.35,346.13,335.13,407.56,406.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.46,402.16,394.81,401.80,409.67,427.44,422.54,413.17,393.43,406.73,331.78,305.87,,,,,,,,,,,,,,,,,,,
2018-04-16 22:11:30.626000,L8,,,,,,,,,,,,,,307.33,356.42,379.04,420.44,370.44,,,,,,,,,427.48,412.89,359.92,385.22,388.47,380.43,379.45,394.26,384.86,402.90,360.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.71,380.81,364.12,,,,,,,,,,,,,,,,372.37,342.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02 22:11:21.824000,L8,,,,,,,,,,,,,,338.57,316.33,369.26,348.83,339.01,,,,,,,,,,,,286.48,287.86,326.53,310.64,325.25,332.47,380.26,336.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.10,352.63,315.78,,,,,,,,,,,,,,,,301.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-05 22:11:18.754000,L8,,,,,364.90,359.41,365.21,344.85,,,,,,292.79,318.62,380.33,354.86,,,,,,,,,334.03,424.78,423.46,,271.76,292.56,323.49,306.27,326.60,342.82,365.66,342.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.97,346.63,319.99,,,,,,,,,,,,,,,,307.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06 22:11:34.242000,L8,,,,,,,,,,,,,,333.52,314.49,385.32,343.59,,,,,,,,,,,368.68,285.68,288.11,283.17,317.56,302.74,316.01,342.38,389.64,340.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.06,342.63,325.96,,,,,,,,,,,,,,,,311.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22 22:11:42.495000,L8,,,,,,,,,,,,,,,406.84,354.38,345.84,337.97,372.47,379.88,395.31,,,,,,,299.44,287.15,371.37,365.48,382.92,347.91,379.64,341.81,345.25,311.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:35.273000,L8,,,337.34,293.38,339.77,358.55,373.27,372.12,379.30,387.14,398.31,403.11,402.94,396.94,396.77,396.77,393.52,392.42,,422.87,386.09,390.72,387.92,361.80,413.67,382.99,390.58,385.51,371.58,362.71,370.30,383.76,372.07,387.17,394.85,405.50,413.95,376.66,410.84,399.06,393.24,394.99,417.48,,,,,394.86,397.76,406.74,403.61,409.30,417.35,385.59,394.98,417.92,390.69,440.83,419.15,,,,,,,380.26,409.82,377.47,,395.57,355.52,377.68,,,,,,,,,,,,,,357.77,368.27,391.11,405.63,404.43,408.10,389.04,404.54,,,,,,,390.36,,,414.77,409.80,396.96,401.48,398.22,385.10,394.87,375.69,369.58,358.89,,
2018-09-07 22:11:48.356000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.04,412.59,395.52,381.75,382.94,380.20,390.76,378.33,372.55,359.66,345.39,354.93,341.33,335.94,348.66,329.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.81,404.33,395.19,397.12,411.86,424.71,416.30,406.16,389.86,,,,,,,,,,,,,,,,,,,,,,
2018-09-16 22:05:39.825000,L8,,,,,,329.73,343.84,319.90,345.51,349.33,363.64,366.49,373.32,362.45,366.52,359.87,361.69,358.64,,,369.80,321.66,358.93,358.22,353.45,351.95,354.96,344.22,327.52,284.68,313.59,336.49,327.38,332.47,341.33,351.27,353.56,356.70,388.02,372.82,340.91,376.73,392.29,391.95,397.11,368.81,,,,,,,,,,,,,,,,,,,376.43,344.84,368.55,356.69,303.77,324.78,366.45,355.40,375.22,374.04,328.83,309.14,313.86,341.81,347.50,,310.65,346.50,314.63,347.86,352.30,338.94,346.81,361.57,372.64,366.97,383.21,355.25,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:05:47.245000,L8,,,,,263.99,328.31,336.92,322.74,325.11,343.71,359.52,363.25,367.58,360.84,363.83,355.53,355.15,354.25,,,367.35,319.08,356.69,356.89,350.52,349.76,349.88,339.15,324.41,286.42,314.88,336.21,327.78,335.72,345.07,361.44,350.79,359.84,392.06,382.14,376.15,393.06,392.22,400.00,403.47,,,362.34,365.79,355.37,351.36,336.03,340.89,355.15,369.68,391.88,357.80,381.95,390.06,394.80,373.64,332.29,329.84,403.36,389.82,343.12,373.55,359.60,348.66,319.35,364.33,342.78,338.29,372.56,335.97,341.91,333.47,339.94,354.10,,401.30,357.58,329.47,351.98,352.95,342.61,350.96,367.70,373.42,368.52,386.20,352.10,355.86,371.47,377.26,339.33,329.69,366.41,403.76,339.52,291.82,381.74,390.58,382.54,341.08,,,,,,,,,
2018-10-18 22:05:53.709000,L8,,,,,315.07,336.11,350.74,351.94,354.25,360.46,373.86,378.09,378.31,372.55,374.91,369.20,368.62,369.75,,373.40,369.91,329.92,366.83,367.66,360.50,358.13,361.35,353.13,333.91,315.54,345.75,347.89,339.10,358.43,359.93,382.66,390.32,368.79,405.08,392.90,391.97,401.00,400.22,407.53,410.09,405.79,396.35,385.70,386.21,390.69,375.48,357.34,391.92,377.66,386.52,396.92,369.56,402.22,403.25,400.98,393.67,391.08,337.93,409.16,397.22,352.54,381.00,371.14,369.63,380.80,388.28,403.37,393.40,376.69,351.41,361.98,356.37,350.32,370.82,388.68,409.21,365.85,349.36,361.32,360.31,346.85,358.45,374.75,383.44,385.63,394.48,375.74,372.13,388.72,393.87,387.97,366.34,381.69,409.62,391.79,320.50,390.56,398.15,392.79,353.21,395.23,389.08,383.23,377.25,380.29,367.33,371.83,385.69,374.62
2019-01-06 22:05:53.844000,L8,,,317.37,288.49,334.27,349.24,345.41,367.08,376.29,377.23,398.81,398.45,397.47,387.20,390.80,387.84,391.24,384.46,,381.35,390.40,362.66,383.94,383.57,373.94,369.10,368.60,360.51,348.27,341.23,348.22,354.85,321.56,355.00,361.73,365.24,380.59,392.88,425.49,411.40,406.47,415.01,414.61,417.00,421.59,,,,,399.24,371.67,399.75,405.09,397.21,407.35,413.55,385.57,424.79,406.45,406.91,406.50,405.26,412.15,422.20,409.71,376.77,317.58,291.69,409.53,410.16,409.03,422.66,412.37,416.55,390.42,392.07,387.77,372.47,387.37,396.54,424.89,406.26,393.51,354.98,364.18,356.29,372.28,383.85,399.93,401.06,405.81,384.69,407.02,412.34,410.39,390.71,373.48,392.77,420.47,405.18,370.96,406.49,412.41,408.18,399.55,407.03,401.92,401.15,386.43,392.39,397.33,399.58,407.13,398.28
2019-01-22 22:05:50.255000,L8,,,299.39,278.63,325.05,345.02,356.64,360.98,365.48,372.55,389.78,392.68,391.50,381.61,384.59,387.68,409.74,385.78,,382.71,385.37,338.12,375.82,374.66,373.65,364.71,365.87,358.57,343.43,322.80,348.13,355.73,341.37,352.76,361.98,378.15,388.43,382.70,418.46,399.01,398.95,409.08,407.66,412.02,414.22,416.14,410.09,398.81,393.85,399.92,395.85,369.18,396.75,387.24,394.19,405.08,379.40,414.71,404.47,405.02,403.77,400.78,400.14,413.92,403.74,364.12,386.68,369.11,401.56,396.87,395.63,414.14,401.23,387.66,368.91,377.37,377.38,361.75,385.89,391.76,411.86,366.34,369.91,364.81,363.25,353.20,365.06,382.70,392.94,394.43,399.51,381.56,395.78,399.72,404.18,390.89,372.42,388.67,415.04,399.53,328.16,351.49,291.07,,,,,,,,,,,
