dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105
2014-09-14 21:59:59.788000,L8,360.83,358.34,356.07,349.17,359.34,364.60,362.28,374.85,380.60,345.46,388.47,378.63,373.40,385.74,376.39,361.22,358.33,370.30,375.90,348.75,359.99,349.82,392.47,389.95,369.14,370.26,382.69,386.25,366.10,360.47,360.70,399.42,380.22,382.30,377.23,385.93,352.97,349.88,358.84,364.55,362.78,369.61,348.16,345.45,364.35,336.70,356.11,360.60,336.02,344.79,342.26,364.08,352.46,350.76,354.05,369.53,366.33,359.12,358.31,365.78,353.24,365.74,360.59,360.15,357.97,358.75,369.11,340.12,355.91,340.99,347.31,347.78,340.44,335.91,334.52,332.91,330.95,333.45,322.26,334.27,330.46,333.47,331.53,323.45,346.77,338.06,340.41,336.47,345.24,346.06,344.87,349.02,345.50,324.37,328.42,331.00,324.89,330.09,331.87,325.48,323.18,322.35,315.27,328.75,325.51,311.00
2014-12-03 22:00:01.875000,L8,,,279.91,278.10,302.06,301.42,302.10,304.81,305.30,308.28,309.50,305.09,308.42,307.48,302.54,303.40,301.10,307.05,309.09,311.83,316.27,317.91,315.61,345.95,310.39,312.79,304.36,303.16,303.41,296.33,299.16,305.93,312.57,307.54,306.02,303.60,296.17,292.63,298.29,299.95,300.94,300.56,295.67,293.44,287.93,290.37,287.66,290.03,287.82,290.83,284.65,288.25,,,,,,,,,,,,,,,,,,291.35,293.59,291.25,288.54,279.19,276.55,280.56,279.20,277.50,280.69,280.23,278.20,278.14,280.86,284.20,280.43,286.68,287.94,293.28,286.48,293.34,293.28,294.63,288.72,286.88,289.94,285.65,274.05,281.10,281.65,283.50,260.97,266.52,263.13,254.93,,
2015-01-04 21:59:53.956000,L8,,,,,278.20,278.61,277.57,286.55,284.42,273.91,291.02,285.41,292.00,292.56,288.23,283.60,278.66,279.67,265.82,,,286.79,301.91,288.24,297.07,294.15,292.39,287.58,289.76,283.18,279.95,287.28,292.80,290.93,286.24,287.59,283.93,276.63,281.07,288.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.48,273.56,283.21,262.40,259.46,269.01,259.06,,,,,,,,,,
2015-03-09 21:59:30.556000,L8,337.10,351.20,378.50,341.32,335.44,343.41,343.64,338.51,351.55,352.06,354.46,360.65,342.94,346.45,359.45,357.36,355.80,370.60,355.99,364.39,351.11,352.04,356.73,352.71,364.14,389.14,386.54,397.79,404.59,353.12,358.41,355.50,355.44,355.40,348.34,352.28,338.13,337.39,342.70,338.28,349.09,342.31,342.39,333.21,364.83,374.46,349.45,335.61,359.42,332.77,336.32,339.84,340.74,367.11,356.52,368.06,351.14,351.80,355.16,353.66,365.76,347.13,340.59,351.08,359.02,344.99,341.38,343.27,338.52,334.12,342.25,339.08,327.23,332.15,334.77,347.27,327.71,330.75,332.46,321.18,322.27,320.58,339.12,374.62,327.11,332.71,332.36,328.50,338.18,354.84,348.99,336.08,335.90,320.62,326.83,337.75,351.68,307.41,329.04,326.32,307.11,313.24,307.01,316.44,293.28,284.01
2015-05-12 21:58:53.078000,L8,,259.74,296.18,297.95,305.32,311.95,313.18,317.43,321.01,322.74,320.02,319.90,323.84,322.62,318.94,327.05,323.64,324.78,326.92,332.86,337.05,333.91,334.02,331.88,335.42,335.74,333.30,331.27,332.79,328.49,326.72,329.70,328.85,327.18,327.14,320.97,312.91,308.16,313.45,316.04,313.99,315.19,313.00,312.82,311.69,307.12,304.14,304.92,308.90,310.28,305.48,306.44,307.38,305.77,307.32,305.84,305.89,305.21,306.27,310.32,313.92,317.63,314.32,315.84,316.93,318.91,312.28,310.89,312.94,313.61,308.96,309.64,304.65,303.01,294.15,295.07,295.46,293.76,296.43,297.25,295.29,293.91,295.21,299.05,296.46,300.65,301.61,303.35,304.51,309.02,308.17,308.90,301.98,301.86,304.73,299.53,298.51,299.60,298.03,298.81,288.23,280.81,286.50,275.64,,
2015-05-28 21:58:55.699000,L8,,261.27,294.10,295.50,306.05,308.83,314.36,318.36,320.58,323.83,323.09,322.57,323.42,318.61,320.06,321.89,318.78,325.27,323.07,325.71,331.43,332.01,331.34,330.19,333.40,334.38,333.72,331.48,330.87,323.23,326.30,329.42,327.69,326.37,322.84,323.17,313.80,307.63,313.98,313.21,316.33,316.96,316.01,313.10,309.45,308.97,308.11,308.68,307.24,308.97,307.37,310.15,305.01,305.75,305.43,309.56,304.35,304.54,304.64,307.27,312.67,315.00,313.18,313.13,317.67,316.73,316.18,312.04,310.46,311.01,308.27,305.53,302.23,296.32,294.72,292.21,294.56,291.67,291.90,296.22,293.74,294.72,293.76,298.30,297.45,298.67,303.08,304.19,302.29,307.53,307.39,306.86,303.61,298.80,302.79,299.23,295.77,299.16,300.95,297.31,289.67,283.27,284.74,277.44,,
2015-06-29 21:59:14.515000,L8,,358.27,356.47,371.46,357.87,371.70,374.88,356.34,365.46,374.34,383.46,385.17,377.83,376.54,392.31,377.83,376.53,,,,,,,400.53,390.59,397.37,404.66,396.65,395.82,383.39,,,,,,,,390.88,390.91,395.50,367.44,386.82,373.05,372.91,367.63,367.96,378.15,380.74,383.13,388.39,389.55,393.76,380.87,388.59,378.65,370.06,375.49,360.65,354.13,371.49,371.36,378.44,366.60,360.14,381.99,379.40,379.32,376.28,363.92,379.21,372.48,381.00,376.36,362.49,361.23,351.10,351.43,350.53,344.81,351.47,352.62,350.99,356.84,335.99,350.89,347.43,346.36,362.29,363.30,371.70,375.60,384.27,,,,,,,,360.96,348.81,343.30,344.97,355.42,335.52,335.08
2015-08-16 21:59:34.814000,L8,330.82,349.40,341.18,342.46,357.71,354.29,356.83,366.64,372.48,385.15,,386.81,353.64,368.51,360.44,361.75,,375.65,359.94,369.74,373.06,360.52,369.90,376.76,378.98,378.34,374.59,374.54,374.50,361.51,366.85,371.14,379.37,381.59,369.26,371.84,376.76,360.83,373.41,377.75,365.27,356.89,362.86,369.99,359.70,355.09,356.86,353.38,357.65,363.93,361.83,362.73,364.75,375.55,354.81,363.63,357.91,360.13,358.95,359.46,353.82,371.89,353.31,361.38,364.67,352.74,359.28,358.84,364.96,360.32,353.42,366.44,,,343.46,331.55,336.32,333.98,340.45,339.29,338.78,328.79,323.49,321.46,347.55,363.67,340.76,345.92,340.59,350.66,349.70,350.08,355.99,352.18,347.52,339.05,343.31,341.64,339.67,341.08,337.08,330.91,327.80,330.53,310.13,285.77
2015-09-01 21:59:39.995000,L8,,,,,276.97,290.29,287.71,288.57,295.62,297.13,299.24,292.31,295.45,306.21,294.40,279.79,282.64,286.29,288.71,295.12,301.92,294.24,306.32,289.38,307.53,297.80,297.92,296.77,287.65,282.50,295.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19 21:59:54.006000,L8,331.32,323.39,326.60,343.04,348.87,350.44,344.05,362.72,361.50,357.81,367.76,348.71,361.86,365.52,337.93,333.78,354.37,337.84,361.32,355.58,342.77,361.50,357.06,344.53,354.50,369.00,341.07,357.58,368.13,367.25,365.30,361.44,366.25,342.81,371.74,368.57,362.92,355.32,347.01,364.24,359.15,352.78,360.35,333.49,362.80,352.74,355.73,344.24,336.15,350.51,351.28,346.96,333.52,358.32,,,,,,,,332.17,351.45,342.14,348.03,342.71,339.45,336.70,331.45,344.71,332.28,322.04,329.39,324.53,318.41,319.99,314.71,317.39,314.78,313.14,309.74,312.15,308.18,310.63,309.18,318.91,323.37,317.38,326.36,328.27,334.86,329.69,323.63,336.88,320.79,317.86,317.86,313.37,322.86,316.80,313.71,317.18,324.46,315.57,309.26,
2016-02-24 21:59:45.021000,L8,,,285.06,282.85,299.33,301.07,302.76,308.80,307.86,315.50,313.34,309.41,314.46,314.27,311.18,316.32,306.69,327.60,323.05,320.31,328.86,359.80,319.85,314.44,321.18,323.02,325.03,335.00,317.54,311.25,312.37,320.21,318.04,315.29,312.05,310.01,304.59,297.38,300.58,301.47,302.34,303.26,300.00,301.52,297.28,296.10,295.14,296.14,293.75,296.31,292.14,296.10,293.90,292.73,295.40,295.01,290.37,291.24,297.10,296.75,300.51,301.11,300.03,304.59,308.47,311.76,301.96,302.90,300.31,296.42,298.97,297.35,291.40,286.16,283.64,284.73,282.14,279.88,286.03,284.96,285.20,301.88,318.07,322.21,280.89,290.30,297.40,299.63,313.27,299.09,302.69,301.82,293.61,294.70,300.01,290.03,286.20,289.69,293.03,292.51,273.85,274.54,271.72,261.02,,
2016-03-11 21:59:42.538000,L8,353.09,347.02,347.91,335.75,343.72,361.10,329.50,373.61,365.31,362.40,352.50,353.17,357.34,358.50,342.51,358.82,360.43,343.57,355.78,341.26,345.89,376.32,362.32,364.49,357.26,367.99,366.33,353.57,348.29,378.28,357.08,360.02,378.27,366.47,363.04,368.12,360.89,361.24,373.62,375.92,389.52,347.36,347.94,344.02,354.78,370.08,349.04,374.66,361.37,362.94,358.13,362.87,367.55,376.67,374.30,366.92,362.18,350.36,361.26,376.60,364.14,374.41,366.92,356.88,360.33,351.27,355.43,361.68,370.47,360.18,351.02,355.45,348.99,344.13,348.63,345.29,342.92,334.58,335.23,330.51,324.04,327.41,324.31,322.94,329.60,334.04,323.43,330.03,326.05,341.05,348.05,326.34,333.06,332.16,342.32,340.82,335.45,341.22,332.82,362.64,363.96,324.48,315.23,319.79,338.10,277.53
2016-05-14 21:59:24.184000,L8,,269.03,296.51,299.74,304.14,312.42,314.44,316.94,322.06,320.87,323.62,321.84,323.21,322.65,321.70,323.45,320.19,324.72,324.75,325.91,327.66,333.20,331.53,328.22,334.84,334.02,336.20,333.73,331.21,328.86,332.31,330.28,329.12,328.85,328.20,327.78,314.07,311.61,315.13,316.65,319.09,316.34,313.98,314.54,311.86,313.69,308.56,309.44,307.22,311.19,311.21,312.74,309.76,307.67,308.83,312.10,302.18,303.70,307.71,310.19,311.63,315.77,312.86,314.17,316.80,318.04,312.75,313.82,315.58,308.91,307.48,309.64,306.22,303.68,297.07,297.63,296.95,293.10,297.07,296.34,295.76,293.43,297.40,300.76,297.29,300.23,301.70,307.60,309.43,309.31,311.57,310.27,304.15,303.80,306.80,303.29,300.73,302.98,301.90,302.78,294.21,287.15,286.60,273.14,,
2016-06-15 21:59:33.099000,L8,,276.95,295.02,292.85,304.91,309.96,315.81,317.14,319.61,325.01,325.16,321.95,325.15,326.08,322.20,322.60,322.00,326.09,326.21,327.53,329.39,332.05,330.62,325.16,333.06,334.73,335.47,333.25,332.60,329.97,332.22,335.12,334.64,333.99,330.20,325.52,322.08,311.12,317.06,320.66,318.67,317.36,314.07,315.95,316.60,312.43,312.45,310.04,315.45,315.54,309.95,313.03,311.81,309.08,311.74,309.53,306.20,304.66,308.23,310.83,316.70,319.30,314.02,312.82,318.49,318.38,315.08,314.61,315.52,310.09,312.85,312.07,307.55,302.75,297.60,297.86,297.68,295.07,293.90,296.47,296.27,300.47,297.57,300.40,298.05,302.03,307.34,307.83,308.38,314.30,314.15,312.73,308.74,305.63,309.83,304.04,303.62,307.60,306.60,304.15,295.90,289.46,289.29,277.56,,
2016-07-01 21:59:42.515000,L8,,267.22,294.55,296.03,305.30,311.31,315.83,317.25,319.01,320.91,323.79,321.31,327.31,325.44,322.73,322.74,318.00,325.69,323.94,327.34,329.04,332.50,332.86,328.68,330.96,334.23,336.08,332.72,333.43,327.62,333.95,336.88,330.45,332.00,328.05,326.80,320.92,311.94,318.00,317.61,317.64,321.33,316.06,316.76,313.30,314.23,312.28,311.53,315.22,314.03,311.71,312.79,312.03,309.08,310.66,312.32,306.80,306.07,311.82,312.36,315.62,319.11,315.51,312.99,319.92,318.95,317.80,315.04,312.87,311.14,312.91,311.13,306.72,303.69,300.98,297.22,297.32,294.37,297.46,298.45,297.64,300.73,297.33,299.10,299.50,303.61,307.31,308.35,305.60,313.14,312.17,310.77,308.90,306.45,309.24,304.16,300.93,307.48,306.64,302.93,297.89,289.64,288.63,277.23,,
2016-07-17 21:59:49.332000,L8,,267.20,298.18,300.55,305.60,313.23,313.41,319.14,321.40,320.76,322.67,323.05,326.50,321.67,322.62,322.71,319.14,323.58,323.36,328.91,329.29,327.32,329.52,324.41,331.33,333.57,336.06,332.87,329.21,328.74,330.83,331.15,331.37,329.24,327.18,325.01,315.63,311.87,315.56,318.37,319.57,321.26,317.76,314.20,313.91,317.95,314.48,314.47,311.48,314.83,309.89,311.90,312.73,309.76,314.64,307.98,307.05,305.87,307.20,310.96,310.32,316.41,316.34,314.00,316.52,318.10,314.05,317.73,313.90,308.88,313.10,309.25,309.69,303.06,298.08,299.51,294.70,294.94,294.79,297.11,296.64,301.83,303.84,304.08,295.36,304.51,306.75,310.47,308.26,310.13,313.83,310.08,308.05,307.29,308.03,308.90,305.07,305.65,310.06,305.39,298.36,288.91,285.07,278.83,234.25,
2016-08-18 21:59:57.052000,L8,,257.12,291.39,290.16,303.29,306.89,310.18,311.99,312.71,315.73,317.80,315.32,320.52,319.05,313.53,317.18,314.34,318.21,315.95,318.95,324.88,325.73,320.84,321.54,324.19,325.99,328.70,323.57,322.90,323.15,324.21,327.34,325.65,324.87,317.90,316.92,311.70,304.41,310.95,312.91,307.81,312.22,306.58,308.86,309.28,305.90,303.45,305.40,304.42,306.40,301.19,302.60,304.50,303.75,303.11,301.92,299.19,298.99,301.53,302.25,306.51,305.75,307.07,310.48,313.16,312.73,309.84,305.80,308.30,304.57,304.70,304.28,301.12,298.35,293.40,291.91,291.36,287.91,287.03,288.85,289.08,291.92,288.69,294.06,293.47,297.05,300.31,299.16,303.04,307.36,305.87,307.06,302.32,299.31,303.25,297.95,297.79,299.70,299.54,299.63,291.83,285.63,284.82,270.93,,
2016-11-22 22:00:11.776000,L8,276.52,296.04,290.09,294.99,304.13,310.84,310.55,310.86,316.96,321.83,322.25,321.13,322.53,325.23,329.61,324.98,324.80,326.47,323.97,330.61,347.04,325.36,335.29,348.86,327.04,327.21,329.08,329.80,327.35,324.97,325.36,329.03,329.03,331.94,324.35,324.38,315.26,310.55,317.92,318.55,321.15,321.65,318.90,323.16,320.24,327.67,328.45,324.35,325.20,323.23,315.34,315.30,312.67,317.90,313.97,327.44,317.24,319.09,315.07,311.10,314.02,316.69,314.31,313.20,315.04,317.19,317.24,313.56,313.53,311.20,309.78,311.12,311.22,309.57,308.68,305.32,304.66,304.56,306.04,307.30,301.93,299.61,296.32,297.19,296.64,302.73,302.13,307.64,310.63,310.05,312.10,313.91,310.74,307.98,309.19,309.64,308.52,310.02,310.39,318.84,324.22,314.63,314.87,315.36,304.02,
2017-01-25 21:59:56.835000,L8,,269.94,286.31,288.29,297.88,299.81,301.66,307.10,307.85,308.69,309.98,307.61,313.80,313.99,310.70,314.11,311.49,315.03,315.22,318.30,321.98,320.33,320.08,319.73,321.22,324.43,325.35,320.76,318.50,319.10,315.75,321.40,319.98,317.48,314.62,311.51,306.38,302.04,306.20,309.59,308.31,310.50,305.68,309.04,306.01,304.93,300.56,304.15,302.35,307.31,306.00,302.04,303.11,300.94,303.29,300.78,296.62,296.03,300.12,305.49,305.46,312.46,311.11,307.69,308.35,310.55,307.47,307.93,307.39,303.30,303.03,302.05,301.08,296.06,293.56,296.80,291.94,289.95,290.77,291.82,291.13,289.44,287.51,290.82,287.96,289.81,296.22,299.07,298.55,301.66,300.38,302.04,297.56,298.07,300.41,294.85,295.15,296.93,298.18,297.46,286.59,279.49,280.98,268.50,,
2017-02-10 21:59:48.586000,L8,,267.27,285.57,289.87,300.52,306.68,300.09,307.87,317.92,308.54,315.35,313.86,328.50,331.26,344.13,328.71,312.48,312.93,315.21,318.97,321.23,321.87,319.29,318.74,322.68,321.14,326.45,321.58,321.06,315.20,313.72,317.46,314.17,318.26,315.62,319.87,309.27,300.22,303.84,307.37,306.35,308.64,303.61,303.42,301.94,302.36,300.24,302.88,300.20,299.84,302.91,300.75,303.92,291.50,292.51,276.08,287.83,294.47,299.31,303.78,302.45,305.42,304.31,301.68,308.24,307.11,306.66,307.04,307.49,301.87,302.83,299.56,301.64,296.99,294.69,294.65,291.07,288.15,288.31,292.80,291.16,290.97,286.73,287.99,287.90,290.37,296.51,297.45,295.40,302.95,304.72,302.08,298.46,300.06,301.56,296.49,296.31,297.72,298.42,298.38,285.87,279.86,280.77,270.41,,
2017-03-14 21:59:34.845000,L8,,,,250.28,276.54,285.62,276.43,290.68,297.37,295.19,295.12,290.07,297.43,298.13,290.16,291.80,282.02,282.59,291.67,299.49,304.58,298.86,301.50,291.16,299.95,300.89,291.06,,276.78,289.32,287.21,293.65,298.71,294.52,295.43,289.82,285.41,283.96,281.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.55,273.02,274.56,274.50,267.45,278.46,277.56,285.63,263.95,278.19,280.17,286.71,262.50,261.91,267.18,,,,,,,,,,,
2017-03-30 21:59:26.304000,L8,,269.54,294.17,291.22,298.94,299.71,305.22,307.64,308.87,311.42,312.29,310.75,314.68,315.25,314.96,325.92,315.24,322.66,339.58,321.84,327.76,324.10,322.42,316.25,324.64,326.39,325.58,325.01,325.09,323.37,323.19,324.52,323.63,320.84,318.86,319.43,310.34,306.30,306.30,309.34,312.73,311.15,306.54,310.25,305.00,305.67,304.32,305.27,302.93,304.62,306.34,305.32,303.45,300.33,301.43,302.08,297.82,299.98,303.16,305.42,304.65,309.80,310.09,308.14,309.15,310.68,308.80,310.58,305.00,302.63,302.98,302.24,302.08,295.77,294.58,294.46,290.70,291.31,292.04,292.42,292.96,292.33,288.87,294.14,291.40,297.81,298.65,301.52,303.26,305.27,308.35,306.75,302.90,299.36,304.95,299.08,296.12,300.46,298.93,299.40,287.93,285.58,282.52,273.88,,
2017-04-15 21:59:18.187000,L8,,,376.69,334.10,332.32,338.52,336.47,338.07,334.32,328.16,330.78,325.90,328.13,372.57,,,348.33,359.66,361.58,393.18,357.19,349.34,351.73,342.30,351.94,355.36,373.43,352.32,347.68,341.87,347.28,350.57,350.44,351.68,351.84,347.38,340.99,338.91,372.00,399.62,389.63,384.25,338.76,389.57,402.52,397.03,382.63,358.27,395.82,390.10,370.71,362.33,342.69,385.10,376.21,353.09,333.98,324.64,319.00,349.15,358.99,370.80,367.34,355.56,343.83,356.76,338.52,338.41,328.70,344.85,339.90,333.65,332.19,334.54,326.88,333.84,333.68,339.86,335.83,336.77,321.44,322.73,332.03,349.80,343.50,343.46,342.48,343.01,348.39,350.23,346.55,353.12,346.31,354.45,346.51,342.56,340.75,326.76,339.15,341.15,337.61,330.74,328.75,332.10,316.69,
2017-05-01 21:59:07.812000,L8,305.16,298.61,311.62,307.30,308.53,318.20,313.70,321.44,324.02,320.75,320.22,316.46,322.53,322.65,321.38,325.23,321.12,325.05,328.90,328.93,332.29,335.88,332.09,331.06,337.52,334.27,337.85,335.36,331.73,335.06,338.96,339.54,340.12,329.99,332.47,326.00,316.31,312.30,315.65,320.04,320.83,324.95,323.09,317.07,323.05,321.33,321.05,323.28,318.11,319.98,317.52,318.00,313.02,317.03,316.16,312.93,309.69,312.67,312.00,313.97,317.58,319.37,318.08,313.31,317.93,317.09,317.13,315.39,311.15,309.29,312.67,311.29,309.61,305.77,308.64,303.37,303.94,304.58,302.54,306.64,307.76,303.82,303.98,305.09,304.12,305.97,307.89,311.76,312.99,312.57,316.65,313.89,311.60,310.66,309.40,312.55,311.07,311.29,314.20,308.25,302.96,305.52,305.40,315.18,301.82,
2017-08-21 21:59:55.958000,L8,,,283.53,289.38,306.28,302.29,301.63,306.85,306.67,309.54,311.49,308.29,313.90,314.22,308.83,310.46,306.85,307.23,309.96,316.39,320.81,317.75,318.63,315.37,323.29,324.20,364.35,324.86,335.73,320.81,324.76,323.94,323.11,313.08,314.75,313.20,309.45,295.94,304.35,302.45,306.40,,,,,,,,,,,,,,,,,,,,,,,,,301.42,356.46,297.01,316.41,304.28,,,,357.22,285.93,285.29,279.69,283.12,276.21,,,282.07,284.61,286.23,283.12,292.18,291.99,299.70,299.76,304.23,300.84,302.76,298.76,300.29,301.43,288.35,287.77,292.38,294.94,295.32,278.12,280.28,274.79,265.04,,
2017-09-22 22:00:01.938000,L8,329.17,339.39,327.01,344.37,352.71,341.16,352.40,353.79,349.97,352.67,339.40,374.93,350.89,360.69,347.42,348.78,339.95,336.99,332.04,334.58,342.68,357.23,345.10,340.80,346.87,346.04,348.21,352.97,348.87,344.95,345.48,363.03,352.77,354.24,356.78,341.87,354.99,342.14,335.21,336.06,346.10,342.28,342.87,351.31,348.56,341.94,342.87,343.14,346.27,336.85,337.48,339.81,340.93,341.57,339.29,336.91,345.47,338.33,344.23,344.15,330.43,332.27,339.55,341.14,330.00,327.70,337.98,333.07,331.23,336.11,328.25,331.86,336.79,330.47,337.71,337.38,330.81,329.04,314.69,311.60,317.85,327.46,321.87,321.38,328.13,329.39,334.86,363.43,343.98,343.41,341.28,327.01,319.37,314.49,322.26,321.96,326.10,327.97,328.10,320.47,325.27,303.87,338.17,324.86,301.81,
2017-12-11 22:00:00.576000,L8,,,,260.54,279.30,286.75,289.59,296.47,297.37,299.84,306.51,287.84,,,,306.30,300.35,307.59,308.94,310.37,313.15,312.80,313.22,308.07,314.78,315.19,317.70,313.90,310.47,308.08,309.36,312.34,312.64,306.98,306.37,304.07,296.11,299.56,292.03,300.47,301.36,298.42,298.38,298.47,294.05,294.65,287.74,294.93,291.59,296.74,288.21,291.64,283.85,,,,,,,,,,,,304.12,283.99,304.30,306.45,295.53,297.38,296.67,294.56,293.23,286.73,288.32,287.01,281.96,280.00,282.57,281.88,283.21,284.75,,284.05,282.93,287.79,288.15,294.86,292.82,296.14,294.42,293.99,296.36,295.27,291.94,289.22,286.06,292.69,261.40,248.18,,,,,,
2017-12-27 22:00:01.778000,L8,,,,,,,,396.04,306.32,305.48,305.07,302.90,310.61,312.56,308.38,308.50,306.94,310.53,309.29,316.23,311.75,315.63,316.32,312.52,318.61,318.73,320.23,316.62,312.60,310.21,309.83,313.84,314.25,309.96,309.49,306.28,300.26,297.35,298.94,301.84,304.48,302.94,300.34,301.05,298.46,300.64,296.39,298.88,295.11,298.39,298.27,297.55,296.89,293.82,298.43,296.17,291.85,291.40,298.00,298.31,299.16,305.08,306.59,303.65,307.04,307.18,299.88,302.14,300.39,299.43,299.86,295.25,297.28,291.45,289.07,286.64,283.54,284.06,286.42,286.58,288.43,284.39,284.14,288.07,285.37,290.49,293.58,296.96,298.06,299.99,299.64,299.31,295.31,294.48,292.69,293.83,293.29,295.11,300.00,290.42,282.53,277.56,272.77,265.33,,
2018-01-28 21:59:46.257000,L8,,,281.18,290.51,294.20,300.29,300.34,307.28,307.73,309.57,311.56,305.14,313.19,312.69,311.58,312.51,308.98,313.63,311.76,317.34,320.22,320.43,318.92,319.84,319.09,320.17,322.95,319.82,316.31,316.96,315.71,320.44,318.43,318.26,315.45,313.47,306.75,301.77,304.86,309.86,311.25,312.14,307.11,304.12,303.66,304.98,302.05,303.35,305.35,302.89,301.40,304.16,303.92,301.04,303.16,299.90,300.18,299.92,304.49,305.65,306.89,311.29,311.57,309.94,307.28,311.14,308.20,307.37,302.00,301.95,303.20,300.30,301.77,296.66,293.16,288.87,286.92,289.69,288.29,287.29,290.69,290.11,294.52,294.16,296.18,303.77,301.32,300.63,299.62,303.09,301.90,312.91,332.64,302.89,297.22,298.36,300.37,299.20,299.24,299.73,290.05,284.90,281.71,273.52,,
2018-03-17 21:59:24.088000,L8,,254.41,289.75,293.85,300.59,303.37,306.64,309.97,312.03,313.10,314.04,310.97,315.25,315.57,312.97,313.00,309.27,314.08,310.57,318.27,323.24,321.03,320.47,317.23,321.82,325.31,325.09,322.58,320.00,318.29,319.88,321.74,323.06,316.27,313.93,313.74,306.56,304.46,307.12,311.48,312.49,313.49,306.23,306.03,305.29,308.17,300.74,304.35,304.04,306.73,305.86,301.29,303.79,301.57,304.59,301.92,300.37,301.71,302.22,304.28,307.84,308.69,311.91,309.16,311.22,313.05,309.91,308.64,303.84,304.82,304.85,301.67,302.73,297.24,295.51,295.26,291.65,291.80,290.64,293.30,292.66,291.42,289.65,293.62,291.65,293.65,300.39,303.97,303.13,307.98,308.02,305.65,302.77,300.10,301.56,297.02,297.46,303.71,301.09,300.27,280.87,281.43,281.12,270.04,,
2018-04-18 21:59:07.664000,L8,354.98,350.93,359.28,357.81,360.53,365.00,370.52,384.56,398.11,383.79,359.95,363.09,354.57,366.00,364.41,358.79,369.54,349.55,364.97,366.05,357.19,358.18,364.87,357.51,366.04,368.31,364.44,359.87,365.28,368.14,363.42,380.82,372.79,375.74,371.77,362.86,355.43,352.66,352.97,355.14,361.01,357.12,365.61,356.80,364.68,361.41,353.49,378.94,363.67,360.57,362.75,360.03,357.40,350.19,351.52,360.16,359.37,352.38,353.44,348.26,350.44,358.40,365.34,360.25,354.84,353.47,353.04,362.66,347.59,357.79,347.97,355.19,340.63,339.85,343.09,335.28,335.26,337.57,339.24,340.91,339.50,340.80,335.00,347.13,350.08,343.67,354.22,342.98,359.92,360.16,345.64,358.72,360.34,344.14,360.16,364.87,364.38,360.17,367.12,358.25,362.28,357.18,359.74,347.78,312.11,
