dates,satname,nzd0519-0000,nzd0519-0001,nzd0519-0002,nzd0519-0007,nzd0519-0008,nzd0519-0009,nzd0519-0010,nzd0519-0011,nzd0519-0012,nzd0519-0013,nzd0519-0014,nzd0519-0015,nzd0519-0016,nzd0519-0017,nzd0519-0018,nzd0519-0019,nzd0519-0020,nzd0519-0021,nzd0519-0022,nzd0519-0023,nzd0519-0024,nzd0519-0025,nzd0519-0026,nzd0519-0027,nzd0519-0028,nzd0519-0029,nzd0519-0030,nzd0519-0031,nzd0519-0032,nzd0519-0033,nzd0519-0034,nzd0519-0035,nzd0519-0036,nzd0519-0037,nzd0519-0038,nzd0519-0039,nzd0519-0040,nzd0519-0041,nzd0519-0042,nzd0519-0043,nzd0519-0044,nzd0519-0045,nzd0519-0046,nzd0519-0047,nzd0519-0048,nzd0519-0049,nzd0519-0050,nzd0519-0051,nzd0519-0052,nzd0519-0053,nzd0519-0054,nzd0519-0055,nzd0519-0060,nzd0519-0061,nzd0519-0062,nzd0519-0063,nzd0519-0064,nzd0519-0065,nzd0519-0066,nzd0519-0067,nzd0519-0068,nzd0519-0069,nzd0519-0070,nzd0519-0071,nzd0519-0003,nzd0519-0004,nzd0519-0005,nzd0519-0006,nzd0519-0056,nzd0519-0057,nzd0519-0058,nzd0519-0059,nzd0519-0072,nzd0519-0073,nzd0519-0074,nzd0519-0075,nzd0519-0076,nzd0519-0077,nzd0519-0078,nzd0519-0079
2017-02-15 22:20:43.526000,L8,364.40,354.35,366.09,363.06,369.57,369.77,374.99,376.31,369.67,372.88,380.92,381.88,379.92,377.59,372.70,363.50,360.02,349.97,359.08,370.65,362.27,357.59,369.47,366.84,372.72,364.94,371.41,374.71,368.15,362.70,360.05,357.37,,365.68,354.51,356.66,366.49,362.69,358.48,361.69,356.73,362.79,360.75,351.14,350.77,348.18,355.41,350.60,354.06,348.48,346.98,341.04,336.06,341.33,339.86,331.46,325.24,318.09,312.00,317.48,323.72,323.08,316.23,320.19,333.46,342.08,350.02,352.40,336.91,338.74,330.69,339.09,319.05,327.98,329.49,324.52,311.57,297.79,293.39,259.52
2017-04-04 22:20:20.280000,L8,369.01,358.42,369.73,368.02,371.68,371.41,375.48,381.80,375.86,374.90,383.08,385.53,382.29,378.69,375.43,364.38,360.51,349.62,360.59,370.98,363.46,358.50,390.53,,,,,,,,,,,362.63,352.92,356.32,365.80,360.71,357.15,362.42,362.74,366.04,362.03,361.00,352.04,351.84,355.43,355.84,360.65,350.84,352.14,345.40,337.32,341.48,342.32,333.33,325.27,318.66,310.73,313.63,321.29,327.16,324.17,325.93,349.15,347.24,353.29,357.63,340.96,342.44,331.42,340.15,330.21,332.17,329.65,327.01,312.91,309.93,304.80,257.18
2017-04-20 22:20:11.117000,L8,362.60,352.74,362.14,366.90,370.84,370.97,376.66,377.13,369.54,374.18,380.77,382.23,379.94,377.41,372.98,364.20,359.93,349.90,358.67,370.80,363.21,356.80,368.79,366.75,373.79,364.66,370.83,374.52,369.16,365.05,361.04,359.47,,367.34,357.36,358.20,367.00,363.00,359.72,363.63,358.13,367.18,362.15,357.86,355.15,351.93,356.41,352.42,355.26,352.05,345.94,345.93,335.85,340.87,338.76,333.89,330.41,323.68,323.50,320.88,327.68,329.93,327.19,327.79,331.53,341.77,350.33,354.12,337.51,338.60,329.90,337.26,331.32,327.80,326.73,326.89,314.37,311.55,311.26,262.69
2017-05-06 22:20:07.089000,L8,365.51,356.13,363.68,369.24,373.64,373.28,379.15,380.75,372.76,376.79,382.92,384.76,382.54,379.19,377.19,366.38,363.04,352.17,360.44,373.60,364.84,359.39,371.35,369.03,375.59,367.12,374.27,377.95,371.48,368.65,364.41,362.70,,370.94,361.29,361.97,368.95,366.93,361.24,365.19,361.92,368.69,365.43,358.91,356.09,354.37,356.28,355.56,358.39,351.96,351.00,342.28,340.24,344.08,342.85,338.95,329.87,325.27,316.99,321.07,328.08,338.29,328.92,330.30,330.81,344.76,351.20,357.36,340.74,343.20,332.52,340.09,339.54,335.49,337.97,318.58,306.21,318.14,313.25,264.47
2017-07-02 22:14:23.696000,L8,373.61,358.68,364.62,371.18,374.52,374.07,381.51,383.79,376.14,378.61,386.32,387.64,387.33,384.09,382.43,371.52,366.43,353.88,361.53,375.70,369.42,359.61,370.70,,,,,,,,,,,398.75,364.23,361.35,370.33,370.09,369.47,371.95,364.30,375.20,372.50,363.49,362.49,356.19,361.69,359.99,363.16,361.71,351.66,342.07,343.18,348.88,344.64,341.37,325.21,319.61,310.14,319.77,329.38,332.95,318.09,324.20,302.25,349.54,354.09,358.96,341.93,345.74,335.16,338.64,329.72,332.93,341.45,337.10,325.65,318.86,309.26,266.47
2017-07-09 22:20:35.589000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.55,366.66,372.97,371.42,375.59,374.25,366.94,376.22,368.29,361.00,362.64,358.60,359.47,357.73,361.63,356.18,354.24,346.56,347.89,352.80,344.91,339.85,330.57,323.65,312.91,319.74,328.36,337.82,319.10,328.54,,,,,346.04,349.24,339.22,345.63,337.91,343.55,352.71,337.14,340.98,338.89,324.57,311.38
2017-08-03 22:14:35.682000,L8,370.81,355.28,357.37,368.24,372.99,372.81,378.56,380.62,373.54,376.31,382.73,384.01,380.39,377.17,375.02,365.85,362.30,351.33,359.26,372.22,363.77,355.76,367.85,368.30,373.17,366.69,372.92,376.83,370.59,368.90,363.85,364.87,,369.64,362.30,360.59,369.12,368.08,364.12,367.26,361.57,369.74,365.78,357.82,355.21,350.89,352.71,352.43,354.68,349.37,345.07,339.74,336.30,340.47,337.32,331.26,323.36,317.78,309.61,316.31,327.18,322.95,315.91,321.09,328.63,343.52,351.96,356.03,336.63,340.88,331.26,336.75,325.35,336.62,342.31,332.94,324.67,281.12,299.25,
2017-09-27 22:21:00.343000,L8,372.14,358.93,363.05,368.00,372.76,372.69,380.80,380.90,374.44,378.27,384.53,385.42,382.45,381.21,376.15,368.32,363.89,354.40,362.08,374.53,366.21,359.50,371.03,370.17,376.50,367.62,372.82,378.11,373.61,372.39,366.01,360.18,393.63,371.95,361.37,360.42,371.48,368.62,366.83,370.85,362.87,371.91,367.00,357.01,355.05,350.71,354.68,354.91,353.87,348.59,344.17,337.47,338.35,343.43,340.46,335.65,325.88,318.49,309.23,319.50,327.88,326.90,316.63,316.95,329.35,345.45,351.96,354.47,336.59,341.61,334.99,338.76,319.11,335.42,338.45,329.30,319.67,296.53,295.59,
2017-10-29 22:21:05.518000,L8,369.62,358.51,365.61,367.81,373.21,373.01,380.33,381.75,374.46,378.92,384.08,385.71,383.82,381.84,378.26,368.21,363.71,355.22,362.69,374.90,366.71,361.51,374.19,370.94,377.49,368.23,377.20,379.31,374.36,370.09,364.75,360.50,394.85,370.64,362.71,361.62,371.33,370.68,364.40,369.39,363.36,369.96,365.07,357.09,356.25,353.82,354.99,352.18,354.16,348.54,346.45,340.54,337.34,339.63,337.27,330.81,324.02,314.85,307.60,315.46,325.36,321.16,314.37,313.48,332.99,345.95,352.56,356.13,337.57,342.64,333.79,336.14,,,,,,,,
2017-11-30 22:20:56.190000,L8,366.23,356.14,365.90,369.31,373.73,374.20,380.27,382.27,375.71,377.82,384.23,385.46,383.75,382.94,376.71,367.89,362.21,355.07,362.13,374.12,365.27,361.96,373.41,371.21,377.13,368.94,377.18,378.82,372.40,368.37,362.47,359.93,,370.57,360.69,359.87,370.72,365.69,362.35,363.79,360.28,368.46,368.26,362.75,354.27,350.83,354.83,350.37,353.91,350.21,348.02,343.90,337.74,341.39,338.87,331.57,321.82,312.72,305.97,313.43,323.19,322.98,320.70,321.69,333.47,349.00,355.00,357.14,339.84,342.55,333.97,339.16,322.37,327.87,324.80,319.39,306.09,302.26,300.88,261.82
2017-12-25 22:14:47.702000,L8,364.49,354.04,360.88,365.00,369.85,370.92,375.73,376.53,372.15,374.19,379.83,382.18,380.38,376.70,373.82,363.54,359.70,351.35,358.71,370.78,361.78,358.67,370.10,367.39,375.90,367.31,373.75,375.78,368.31,363.39,360.88,356.44,,367.83,356.72,357.23,367.47,361.52,357.76,360.58,354.58,363.84,361.28,352.25,352.49,349.23,355.94,349.92,350.75,348.51,348.32,343.38,332.95,339.73,337.19,325.68,318.20,310.20,304.15,309.05,319.74,324.29,322.30,321.83,328.58,345.21,351.61,355.14,336.30,339.18,329.20,334.57,325.33,328.71,322.90,318.89,303.94,307.42,305.27,266.51
2018-01-01 22:20:56.342000,L8,362.81,353.65,365.97,364.59,370.52,370.31,375.53,378.04,370.09,374.21,379.72,381.97,380.45,377.36,374.59,362.23,359.21,350.64,357.92,370.39,361.47,359.31,369.86,368.02,373.42,365.83,372.64,374.55,368.22,362.90,359.72,356.24,,366.90,358.04,357.55,365.76,361.68,358.17,360.22,354.96,362.30,360.73,352.21,353.51,349.20,357.34,349.99,352.42,349.12,346.94,344.40,333.94,336.18,336.25,327.09,317.18,308.77,302.91,308.94,319.81,323.48,318.00,318.68,318.01,345.75,352.40,356.14,336.78,338.56,328.98,335.86,323.86,324.24,318.89,316.11,302.77,306.63,307.03,260.89
2018-02-11 22:14:26.201000,L8,370.23,355.45,361.61,366.11,370.25,370.49,376.88,379.53,369.48,374.71,380.29,381.93,379.99,376.12,371.68,363.50,360.35,348.84,358.21,368.83,359.99,357.93,368.40,363.55,370.80,362.53,370.14,372.26,365.88,360.86,358.53,354.61,391.34,364.25,354.76,353.92,364.95,360.64,353.96,358.50,354.01,360.16,356.92,349.74,349.22,347.88,351.08,345.87,348.67,346.27,346.01,341.36,331.74,335.52,333.52,327.36,319.70,311.67,305.46,310.90,320.84,323.71,313.98,317.65,337.84,344.63,352.65,356.91,335.37,337.21,326.45,332.82,322.47,328.53,326.88,325.77,306.41,302.63,305.54,263.91
2018-02-27 22:14:19.470000,L8,368.34,353.95,360.40,365.15,368.35,369.24,374.81,377.68,368.09,373.45,379.07,380.39,377.82,375.36,370.11,360.41,359.06,347.81,356.43,368.59,357.99,355.95,367.62,363.65,370.16,363.17,369.99,372.20,366.65,360.56,357.15,354.51,392.55,361.97,352.83,352.08,360.50,358.73,353.48,355.63,350.14,358.72,354.41,347.44,346.36,345.46,349.63,344.76,347.04,342.46,342.72,337.50,328.53,333.60,333.78,326.43,317.95,309.09,300.76,305.58,314.40,321.01,313.94,314.85,333.53,342.68,350.35,355.50,332.31,334.43,325.19,329.28,315.45,326.06,326.39,320.35,307.41,305.92,304.79,261.41
2018-03-06 22:20:26.446000,L8,369.25,355.52,364.67,366.83,370.65,371.52,376.26,378.96,368.58,374.57,380.86,382.13,380.23,376.79,373.15,363.67,360.60,349.75,358.67,371.10,362.48,357.21,370.18,366.80,372.43,364.97,373.41,374.65,367.33,363.88,359.06,356.64,390.50,363.57,354.74,356.16,363.77,359.40,354.74,358.60,352.75,360.66,355.37,349.19,347.79,347.06,350.34,345.98,349.06,344.86,343.27,338.31,330.92,333.65,333.86,328.85,319.94,309.56,303.77,308.47,316.10,322.81,316.91,317.46,338.80,345.81,352.42,356.20,333.60,335.01,325.27,330.46,323.53,330.16,329.36,323.91,313.26,310.32,311.80,262.01
2018-03-15 22:14:10.086000,L8,370.94,355.97,367.68,372.19,375.75,376.62,383.14,385.73,379.46,380.65,384.74,386.60,384.59,381.55,376.76,368.23,363.66,353.54,361.61,373.39,363.31,359.15,370.75,367.73,375.21,366.66,375.08,376.89,368.63,363.82,362.19,359.63,,368.20,357.44,357.03,367.58,362.97,356.77,362.82,356.59,362.57,361.00,352.82,354.14,349.20,356.44,352.95,351.40,348.91,346.78,340.08,333.09,336.84,335.18,327.90,322.61,313.20,302.44,305.94,314.10,324.60,319.98,320.80,338.96,352.34,359.63,362.82,333.95,337.07,329.06,334.31,327.75,335.13,337.57,330.21,324.88,309.65,306.34,264.76
2018-04-16 22:13:54.370000,L8,370.23,356.63,362.34,368.77,371.53,372.36,378.96,380.72,373.73,376.95,382.35,384.78,382.25,378.14,376.09,366.43,362.04,350.44,360.03,372.02,363.81,357.19,368.44,366.77,372.50,365.48,372.54,375.59,368.56,365.35,361.84,359.72,,366.93,357.30,358.38,367.96,362.91,357.66,362.84,356.01,362.60,362.25,352.56,351.92,349.03,350.32,348.73,351.35,347.72,345.53,339.33,334.91,337.32,337.59,332.30,324.78,319.21,310.56,318.75,326.24,327.23,325.19,326.06,334.17,348.40,355.24,358.68,336.02,339.30,329.07,336.22,331.48,334.48,335.27,329.85,318.32,309.62,310.45,262.74
2018-05-02 22:13:45.572000,L8,370.15,354.03,364.97,370.64,373.22,374.85,380.59,382.90,375.74,378.91,384.41,386.35,383.65,380.49,377.37,367.52,364.03,351.44,360.05,373.56,364.35,357.96,368.34,365.06,372.08,365.91,371.58,376.28,368.76,364.20,362.74,360.38,,366.40,357.72,358.17,367.19,362.53,357.41,361.94,356.71,363.25,359.40,351.71,352.27,348.76,350.72,349.53,351.10,347.66,345.69,337.50,334.76,339.47,335.88,331.73,324.36,320.91,312.52,322.06,328.25,325.18,316.00,315.50,332.73,345.62,354.89,360.29,335.52,338.75,330.73,335.45,317.04,326.89,321.38,318.33,304.27,296.04,298.47,260.06
2018-05-18 22:13:34.690000,L8,369.40,356.91,374.07,375.10,377.48,379.58,384.75,386.94,379.99,381.98,387.51,389.00,385.72,382.82,380.57,370.68,366.88,354.47,363.34,377.11,369.39,359.24,370.22,368.62,374.37,367.66,375.97,379.95,372.50,369.47,365.27,363.00,,370.98,362.65,362.44,370.96,367.03,362.83,365.77,360.78,367.65,364.37,356.05,355.84,352.44,354.05,351.70,354.15,350.22,349.48,343.49,340.44,342.98,343.08,339.42,339.12,331.66,323.84,336.32,350.04,350.89,368.01,354.76,348.04,352.04,358.39,364.63,340.35,342.60,336.57,340.65,369.99,346.94,342.04,341.94,334.51,327.49,317.68,272.66
2018-07-12 22:19:56.652000,L8,371.90,360.26,365.03,373.37,375.23,376.83,383.21,384.44,375.67,380.96,386.43,386.82,385.34,381.43,378.82,370.06,366.06,352.56,361.82,373.20,366.81,357.34,367.34,366.45,370.81,365.13,372.14,376.95,371.04,367.96,364.13,363.12,,369.21,360.98,361.90,370.99,365.95,361.84,366.12,359.56,367.45,363.78,354.70,354.28,349.89,350.84,351.75,354.32,349.26,346.08,340.10,336.21,340.83,337.58,334.07,326.20,315.63,309.88,309.80,326.32,331.10,329.28,330.05,333.49,348.87,357.08,362.70,336.30,341.56,331.20,337.69,338.41,336.02,334.62,329.94,322.39,319.65,315.54,267.55
2018-07-21 22:13:49.390000,L8,368.85,355.65,362.21,370.55,372.03,373.55,380.42,381.06,374.16,377.93,382.68,384.10,381.41,376.12,375.81,366.20,362.65,348.09,357.86,370.94,362.63,353.85,365.08,362.82,367.20,362.74,369.29,375.34,368.92,363.08,361.36,361.23,,366.30,357.58,357.60,367.52,363.19,357.20,363.56,358.05,362.09,361.10,352.58,350.39,347.12,349.46,348.20,350.53,346.48,342.12,335.37,332.83,336.45,334.81,330.28,323.80,312.98,303.06,305.43,318.76,329.38,326.83,327.71,332.15,316.40,353.86,358.27,333.61,338.10,328.20,334.87,334.51,333.47,332.75,326.51,317.30,318.44,314.06,260.93
2018-08-29 22:20:19.957000,L8,368.76,359.97,364.96,373.02,375.21,377.49,383.97,386.04,378.37,381.95,387.15,387.20,386.82,381.57,380.11,370.27,366.25,353.26,362.49,374.70,368.99,358.12,368.29,367.82,372.71,365.66,372.59,377.49,371.78,368.63,365.12,362.72,,370.62,361.87,362.59,370.54,365.64,362.80,366.05,361.18,367.02,362.74,355.03,353.49,349.86,350.94,347.58,351.07,345.52,344.02,337.59,334.61,338.52,336.76,334.06,325.52,311.02,304.97,306.94,315.59,335.25,330.48,334.24,329.56,350.88,356.99,362.24,334.21,339.61,332.62,335.81,338.96,337.37,340.15,332.34,325.70,323.86,317.53,267.22
2018-09-07 22:14:12.130000,L8,369.42,355.41,360.11,369.22,372.50,372.38,380.25,381.87,373.35,377.88,383.67,384.29,382.41,379.51,375.40,367.13,363.39,349.55,359.05,371.67,362.98,355.72,366.03,364.05,369.93,362.66,369.41,375.37,369.06,366.07,362.38,359.63,,367.44,357.30,358.61,367.34,363.30,359.33,364.23,357.57,362.57,360.94,351.84,349.94,347.48,349.79,346.16,349.64,342.91,342.15,335.24,333.04,335.22,335.10,331.27,324.09,311.18,304.64,309.37,315.17,326.58,324.29,325.95,330.13,346.42,353.03,356.44,332.96,337.63,329.40,334.35,329.84,330.21,330.69,328.77,316.18,323.88,314.68,263.60
2018-09-30 22:20:31.646000,L8,370.01,361.77,365.03,371.92,374.73,377.06,383.65,385.98,383.08,381.32,,,,,,374.22,369.51,356.91,364.95,375.56,367.22,361.31,370.18,371.64,373.15,365.06,371.12,382.40,367.27,371.15,362.97,359.95,,366.84,364.11,359.94,370.09,365.98,360.96,364.05,358.48,363.91,361.62,352.60,353.04,349.38,352.59,349.40,350.86,346.04,343.56,337.32,334.78,337.72,337.60,332.35,323.93,312.41,303.85,308.65,318.89,328.38,323.35,324.94,330.45,350.23,357.25,361.06,334.93,340.38,330.69,336.05,328.85,334.62,335.31,330.61,319.03,317.34,312.32,267.40
2018-11-10 22:14:32.733000,L8,365.92,355.08,362.18,369.78,372.49,372.91,381.70,383.62,377.76,380.06,383.49,387.21,383.83,381.79,376.32,368.18,364.69,351.63,361.18,372.31,363.20,358.77,369.54,366.76,373.77,365.15,371.39,375.69,369.13,363.62,361.88,358.21,393.69,366.65,355.69,357.84,367.97,363.89,359.26,361.56,357.21,362.40,360.32,351.07,351.37,347.06,347.88,347.44,347.62,344.77,342.45,334.72,333.86,337.73,335.81,328.99,322.39,312.56,302.84,312.07,318.88,322.82,316.93,317.69,332.71,349.01,356.13,359.87,334.20,339.16,329.23,333.18,321.57,328.65,326.95,319.04,307.03,306.84,303.82,262.83
2018-12-28 22:14:29.227000,L8,368.26,356.68,364.03,370.38,375.04,375.98,380.50,385.53,378.80,379.85,385.11,388.01,384.88,383.38,378.84,367.40,363.80,353.73,360.15,371.88,363.69,359.84,371.57,369.45,373.46,366.73,375.04,376.61,369.38,364.88,362.81,357.93,,368.44,360.53,360.45,370.20,367.94,360.54,364.01,357.86,363.68,362.38,352.36,353.15,349.55,356.45,350.92,352.32,349.63,345.20,342.71,334.23,339.96,339.72,329.30,322.41,313.32,305.82,314.27,322.48,327.19,322.48,322.75,341.79,349.53,358.08,360.37,338.48,339.79,330.38,336.59,326.46,327.93,327.47,324.15,310.54,308.64,309.08,264.34
2019-01-13 22:14:27.136000,L8,363.06,355.99,363.49,370.91,375.55,375.15,380.91,387.46,379.02,381.48,387.61,387.90,384.75,388.00,379.63,368.53,365.77,358.08,370.38,,,362.03,373.01,371.34,378.84,365.87,380.15,380.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.37,351.31,357.92,362.16,,,,,,,,,,,,
2019-02-05 22:20:33.244000,L8,367.92,356.07,364.66,369.66,374.32,373.89,381.23,384.58,377.94,379.65,385.51,387.88,384.31,383.07,377.93,367.06,364.36,353.69,361.94,373.72,364.10,361.82,372.40,372.08,376.92,368.26,376.91,378.38,371.51,366.86,363.87,360.86,,369.31,360.71,359.60,370.71,367.79,361.84,365.84,358.76,370.32,364.67,355.09,356.63,352.32,360.38,355.38,358.17,352.60,354.95,347.67,339.35,346.52,346.14,337.18,332.22,322.75,315.16,331.30,341.81,340.89,331.98,349.24,345.27,349.25,357.35,361.37,344.30,345.92,337.30,345.89,335.94,337.03,329.72,311.86,313.96,307.60,,
2019-02-14 22:14:21.185000,L8,369.08,356.24,363.61,371.21,375.06,374.56,381.43,384.92,378.29,379.61,385.45,388.32,383.92,380.18,377.21,367.97,364.54,355.40,362.73,376.23,367.82,361.61,375.27,373.54,377.42,368.06,379.16,377.53,370.59,368.78,364.35,361.88,,367.94,358.89,363.13,370.17,366.76,360.91,365.15,357.88,366.08,364.17,355.01,353.14,351.28,356.36,351.91,353.72,350.18,346.53,344.47,340.25,339.09,338.05,332.88,323.46,311.91,305.03,312.49,323.51,325.88,322.20,321.52,345.67,350.40,357.51,360.09,338.54,339.32,328.57,340.67,326.77,331.74,329.25,324.70,313.02,310.48,310.94,264.73
2019-02-21 22:20:30.485000,L8,370.55,362.22,365.84,373.82,377.86,378.21,384.19,388.27,379.33,383.10,388.26,388.75,388.38,382.86,380.23,370.23,367.13,357.33,365.00,378.25,370.92,363.14,378.66,375.23,379.78,371.67,379.24,380.32,372.54,369.49,366.77,365.97,,370.73,362.03,365.21,373.32,369.91,363.11,368.94,360.66,368.67,365.22,357.12,358.11,353.73,358.62,354.57,357.12,351.19,351.09,346.18,338.58,341.79,342.53,334.17,323.46,312.58,307.59,312.51,323.40,329.87,321.75,322.00,343.46,353.84,359.59,363.76,341.38,342.85,331.86,343.60,326.05,333.47,328.64,323.49,312.16,309.84,311.16,267.56
2019-03-02 22:14:17.011000,L8,366.44,354.50,363.05,368.17,371.84,372.15,378.90,381.75,374.67,376.54,382.28,384.77,381.10,378.29,375.61,365.38,362.86,352.18,360.12,372.70,363.38,359.09,370.49,367.20,374.47,365.48,371.59,374.95,368.60,363.84,361.29,358.09,,365.24,355.75,357.81,366.95,362.60,360.29,363.27,355.95,362.82,361.50,351.30,352.09,348.88,355.41,350.09,351.09,347.59,344.67,340.51,335.22,340.14,338.88,329.47,320.79,311.64,305.99,311.40,319.95,324.75,319.65,321.73,335.20,348.49,354.66,357.82,335.96,337.54,329.56,339.99,324.24,326.74,325.89,320.20,309.10,307.65,308.91,263.26
2019-05-28 22:20:29.609000,L8,,,,,349.22,345.90,361.63,,,290.30,294.60,280.67,276.72,297.93,334.34,298.45,326.87,328.98,322.22,326.01,345.51,336.85,352.08,348.48,352.51,344.77,351.13,351.03,340.00,320.61,303.37,295.07,303.00,,,,,,,280.31,283.96,333.77,317.22,309.17,315.68,315.97,329.29,320.30,318.59,317.21,322.39,316.85,293.50,311.10,313.80,308.72,303.27,300.64,261.92,298.45,308.31,312.49,310.24,310.48,,,,,312.47,313.06,312.20,315.88,312.88,305.54,316.50,310.62,297.86,294.67,289.90,
2019-09-26 22:14:56.917000,L8,366.37,363.00,364.79,367.92,373.41,374.64,381.87,385.26,378.28,380.17,387.43,385.25,374.91,,377.23,368.76,365.38,354.60,359.71,376.59,365.51,357.48,370.05,367.36,370.78,366.03,372.54,375.58,369.33,365.39,363.04,357.97,,366.41,356.48,358.26,368.26,365.80,361.07,364.03,356.95,366.68,361.50,352.38,351.80,348.43,352.73,347.69,350.32,344.87,341.93,334.85,335.48,338.11,335.17,327.32,321.22,315.35,309.41,316.12,324.79,326.36,324.70,326.17,334.24,348.07,354.12,353.24,334.30,341.82,332.33,336.61,331.89,337.26,334.87,328.76,318.41,316.36,314.74,266.83
2019-11-29 22:14:55.870000,L8,367.76,360.26,369.97,370.71,375.07,376.93,383.09,387.49,380.59,382.59,388.73,389.77,384.99,384.46,378.89,370.32,365.94,356.70,364.84,377.24,369.33,362.10,374.82,371.93,376.47,367.74,373.87,378.81,370.97,368.72,363.83,360.46,,369.80,358.39,359.78,369.89,367.22,359.79,364.64,358.00,364.05,363.58,352.35,353.15,350.22,352.86,350.53,351.38,347.40,342.54,338.71,334.02,335.74,337.02,331.36,322.84,315.48,308.89,315.52,323.66,326.45,324.43,324.67,335.73,351.59,356.12,359.27,337.14,338.87,329.33,335.08,328.46,330.77,331.84,324.28,313.45,310.72,310.81,266.09
2020-01-23 22:20:55.593000,L8,368.34,366.62,371.28,371.74,375.57,376.21,381.99,387.97,380.00,381.99,388.11,389.44,385.29,382.67,378.66,370.23,365.68,355.88,364.86,379.73,374.47,361.56,373.88,369.93,374.55,366.94,374.28,377.10,370.35,368.32,363.71,359.54,,369.08,360.38,359.96,369.77,365.83,358.90,363.83,360.17,363.66,361.15,351.84,352.47,350.90,354.47,349.95,352.28,348.97,347.78,342.84,333.76,339.67,336.70,331.75,322.41,309.92,305.59,312.82,321.40,322.97,320.24,320.57,334.40,352.71,357.80,361.53,337.68,339.01,329.64,335.93,326.29,331.51,328.43,326.92,314.86,310.65,311.27,265.18
2020-03-04 22:14:32.767000,L8,365.80,357.27,367.71,371.34,374.52,375.61,381.42,386.60,378.81,380.55,387.15,388.21,384.21,381.55,378.20,368.61,365.49,355.66,363.95,377.10,370.56,360.94,373.51,370.67,376.10,367.88,373.27,377.45,371.83,367.94,364.45,360.24,,368.05,360.79,362.05,368.46,364.95,361.86,364.51,359.75,369.33,364.50,360.38,357.10,352.23,356.67,356.00,353.14,349.38,346.28,341.72,335.61,339.76,337.36,328.24,321.62,313.28,308.00,313.37,324.37,324.65,321.25,322.62,334.21,350.74,356.78,360.01,338.37,339.49,332.70,341.69,325.64,327.24,325.32,323.07,311.96,308.72,310.11,281.41
2020-04-12 22:20:24.358000,L8,,,,,349.69,353.66,361.73,320.42,300.95,306.60,360.05,300.95,365.33,356.73,355.82,347.69,340.00,336.22,344.78,358.20,347.83,345.38,356.16,352.23,357.83,350.51,356.50,359.73,354.19,348.91,343.39,335.64,355.30,277.46,,,,,,275.91,277.93,337.91,328.79,317.31,321.14,319.94,335.01,327.07,330.54,324.24,323.05,319.02,299.03,268.33,316.05,296.45,287.27,286.75,,285.82,299.08,305.04,308.91,308.65,,,,,315.17,267.87,310.29,317.69,311.80,310.70,314.57,311.01,299.26,296.36,294.15,
2020-05-14 22:20:12.530000,L8,367.48,356.90,362.86,379.16,380.62,380.24,388.55,391.85,,,,,,387.05,382.50,372.32,369.67,358.18,366.77,380.25,372.64,362.23,375.55,373.33,377.37,369.41,377.81,379.36,374.52,371.74,368.21,362.80,,373.05,366.37,367.49,373.35,371.23,368.13,371.78,366.84,369.52,367.77,360.18,360.15,355.13,357.25,358.09,359.19,352.53,350.30,342.49,341.49,342.36,339.74,334.75,323.73,316.78,308.37,318.37,326.91,332.30,327.69,332.48,329.48,357.04,363.31,367.94,339.00,342.87,334.78,340.09,337.32,336.36,339.76,335.43,325.49,319.45,314.77,271.76
2020-05-30 22:20:16.612000,L8,371.49,357.54,363.81,380.73,381.86,381.55,388.82,,,,,,,386.76,382.64,373.43,371.25,359.05,368.21,380.41,373.78,362.80,375.74,373.75,377.71,369.63,378.00,380.23,375.37,373.00,370.49,366.26,,373.54,365.42,367.00,375.68,369.06,365.07,371.98,363.59,371.19,367.83,362.64,360.83,354.44,357.27,356.23,359.55,352.25,350.81,341.55,337.48,345.81,343.40,337.71,328.39,318.37,310.56,321.47,330.54,332.73,329.56,331.77,325.01,360.20,365.53,368.61,339.54,343.72,334.74,342.93,337.08,336.30,343.17,331.90,323.96,319.64,314.94,280.13
2020-06-08 22:14:11.756000,L8,364.83,353.79,362.78,372.19,376.72,376.12,387.73,387.83,,,,,365.53,382.90,375.38,366.76,363.70,352.14,361.52,373.06,364.50,359.03,368.18,369.62,375.75,,,,,,,,,363.24,364.55,355.94,368.75,365.16,362.22,366.48,366.69,353.91,325.60,306.77,340.12,339.38,356.26,344.20,350.19,342.93,349.14,343.60,329.78,333.43,332.34,325.31,311.09,278.56,299.63,310.31,317.86,323.04,321.11,318.18,339.81,350.27,357.13,361.86,269.74,342.48,330.00,333.70,325.21,326.47,329.88,328.58,297.96,316.42,,
2020-07-10 22:14:27.456000,L8,360.06,350.00,362.46,374.21,375.87,375.45,383.98,388.29,379.14,382.68,388.78,388.46,384.79,382.01,376.18,368.91,363.99,353.46,363.18,374.48,369.26,359.49,370.26,367.62,374.10,366.70,372.06,377.93,370.82,368.62,365.04,361.78,,367.90,361.91,361.31,369.96,365.90,360.40,364.33,359.72,367.71,363.18,355.28,355.56,350.14,351.17,360.79,357.18,349.68,347.47,340.78,332.60,337.88,337.21,333.71,322.38,316.51,307.02,315.43,325.38,323.28,324.91,326.06,325.26,353.57,359.05,362.49,334.30,338.94,330.44,335.40,322.73,325.19,334.84,327.49,306.32,305.34,306.52,272.33
