dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2023-03-30 22:06:47.199000,L9,412.06,417.18,408.76,413.84,407.61,405.24,407.96,412.97,397.65,382.75,301.02,272.30,292.97,340.01,392.23,384.73,388.65,384.07,380.36,385.71,376.70,383.49,382.00,378.45,379.95,386.63,383.78,405.43,403.40,406.05,398.37,393.87,396.01,387.15,387.83,386.10,382.85,382.18,389.04,388.89,393.26,396.75,394.16,397.19,394.36,385.81,387.31,381.11,379.67,380.56,380.81,379.64,370.61,370.82,375.06,371.90,376.95,375.01,371.66,377.37,382.12,389.48,401.17,402.18,402.45,400.93,406.17,405.15,406.45,418.26,414.10,421.77,421.09,423.27,424.96,416.27,419.68,415.25
2023-04-07 22:06:28.171000,L8,,,,234.27,233.62,250.34,236.79,302.86,,,,,,,196.65,230.33,216.30,279.58,236.45,235.69,225.27,298.24,280.84,252.26,297.06,302.90,295.78,,,,,,,,,,,,,,168.30,268.89,287.56,265.87,268.80,230.57,224.19,223.39,218.13,225.72,231.63,210.02,,,,,,,,,,,219.48,234.80,250.64,255.04,261.97,246.68,250.47,241.20,,264.78,268.67,277.91,274.80,276.37,239.59,
2023-04-08 22:00:34.543000,L9,421.50,415.94,420.26,418.13,416.75,414.14,413.31,408.58,412.84,408.92,414.12,403.94,410.65,408.22,409.45,408.81,410.43,412.68,406.44,407.84,409.60,411.33,407.29,404.91,408.21,402.02,406.68,413.91,419.14,418.22,408.15,408.19,408.20,405.15,410.73,400.21,403.81,404.11,398.30,397.61,406.33,415.94,409.71,413.84,412.12,409.93,401.08,399.00,391.75,392.49,393.28,394.67,386.81,383.41,385.05,384.50,384.78,387.01,391.67,391.54,395.97,403.82,404.61,398.10,403.65,410.53,414.56,419.91,421.01,423.41,421.38,420.23,424.26,423.92,418.58,422.80,416.00,410.63
2023-04-24 22:00:28.290000,L9,416.90,415.11,413.76,411.24,403.03,403.67,407.23,402.92,397.16,376.27,290.34,262.45,285.02,315.30,376.27,389.92,380.29,374.53,369.69,371.92,368.55,375.56,378.36,383.07,379.34,382.37,384.96,399.05,398.82,399.86,399.02,395.15,391.07,387.03,383.69,381.20,382.07,381.20,384.97,389.93,388.38,391.83,391.02,391.23,392.39,387.52,378.40,376.43,376.40,375.57,375.91,372.40,366.71,368.46,368.44,368.12,367.50,373.44,374.01,377.02,383.00,384.76,392.43,391.20,392.33,396.91,405.76,401.86,409.10,414.85,407.40,412.59,416.37,413.09,417.32,408.60,402.05,375.64
2023-05-25 22:06:08.557000,L8,220.61,237.34,231.37,224.28,323.82,353.12,353.63,353.08,343.50,303.65,286.95,252.27,278.24,301.79,365.92,371.69,377.70,361.21,359.55,356.05,328.74,366.67,362.40,344.93,369.27,378.43,398.68,390.03,399.52,404.77,418.67,381.93,381.49,370.99,374.17,372.27,368.65,371.09,374.16,376.33,380.27,381.90,382.31,385.31,384.52,376.32,370.05,371.28,370.72,370.99,363.45,365.17,359.81,357.48,360.04,358.91,362.15,361.83,365.45,368.32,373.40,383.11,395.53,394.91,395.24,405.93,403.17,402.89,408.89,418.07,413.81,416.97,418.81,412.84,413.47,432.64,413.98,435.31
2023-06-02 22:06:17.781000,L9,364.65,397.47,352.67,293.95,309.92,312.82,338.02,321.03,281.90,271.01,258.75,213.71,256.62,258.71,317.73,309.15,324.41,325.37,317.97,332.73,296.94,328.44,331.27,309.44,328.33,334.38,341.44,378.23,393.19,388.93,386.57,378.30,381.11,373.52,371.36,369.32,369.39,362.55,367.63,374.24,381.69,396.08,385.04,385.26,403.14,400.67,396.25,352.43,365.65,365.79,348.27,359.90,375.09,360.82,387.18,256.77,305.90,,345.35,322.15,369.23,384.77,390.32,356.84,304.24,347.34,373.05,389.08,373.55,410.62,379.68,316.29,292.29,320.71,383.74,378.40,385.03,345.24
2023-06-10 22:06:15.787000,L8,404.39,406.87,406.99,404.86,402.80,399.70,397.47,397.14,392.27,386.42,289.41,265.92,282.55,322.06,382.89,384.56,384.28,379.85,375.62,373.76,373.56,378.25,377.89,373.47,500.69,484.05,515.02,385.82,397.18,396.55,393.75,389.75,387.71,381.05,381.22,380.30,377.66,381.85,380.87,381.26,384.17,385.96,387.66,389.01,384.85,381.71,370.75,374.53,370.52,367.31,366.40,275.71,274.82,280.00,275.46,282.37,257.65,253.51,257.28,254.69,262.08,250.93,256.18,266.19,279.93,291.10,295.30,291.68,287.47,307.21,399.76,395.43,301.92,304.13,311.63,318.42,334.18,331.19
2023-06-11 22:00:01.503000,L9,,,,277.85,336.93,365.31,376.80,385.64,341.75,326.89,285.97,247.58,282.86,296.13,361.25,331.23,371.72,373.33,361.47,363.48,307.67,371.03,388.24,322.62,344.40,367.31,392.19,432.25,356.06,383.27,382.66,394.35,385.05,375.41,372.31,358.26,366.76,455.87,392.65,431.44,369.60,355.34,355.53,345.68,371.39,361.76,366.18,263.58,301.40,327.21,286.57,424.08,420.47,241.45,264.14,275.66,312.96,313.70,302.90,274.00,318.60,328.72,370.93,354.48,357.77,445.77,419.36,449.24,448.26,420.86,399.23,390.53,393.72,357.43,344.63,322.36,331.78,328.27
2023-07-05 22:00:18.878000,L8,365.80,334.32,341.90,343.36,335.24,368.61,377.83,375.04,374.44,314.31,281.25,254.42,273.90,306.52,360.80,365.49,367.05,370.39,356.66,359.32,309.04,347.41,360.39,329.94,355.98,364.49,362.22,377.47,388.32,388.38,381.98,377.83,379.80,371.45,367.53,367.05,368.39,368.93,370.19,373.04,376.54,375.01,376.75,382.05,375.76,370.14,285.21,273.99,278.80,283.58,281.36,275.99,269.32,278.56,272.83,270.49,254.77,254.37,265.85,245.15,250.19,248.66,261.10,273.84,280.59,288.73,293.58,276.96,283.78,399.09,395.12,295.02,289.13,297.39,305.10,314.19,325.73,326.50
2023-07-20 22:06:25.971000,L9,366.04,336.24,352.48,340.09,335.48,376.92,383.90,382.20,384.06,325.44,285.51,252.30,274.19,304.65,360.26,333.46,368.66,366.26,355.51,362.13,312.53,345.92,366.91,333.43,361.85,359.42,362.87,380.13,391.93,389.75,387.38,379.49,382.60,372.80,372.52,370.64,370.51,373.77,374.13,376.19,379.53,381.63,379.24,383.32,379.64,377.27,363.96,303.92,360.54,288.70,293.31,274.94,276.42,279.69,274.74,278.40,258.97,369.53,363.70,363.67,379.49,379.61,388.75,388.80,393.26,405.60,396.84,405.85,283.15,406.62,406.13,399.38,403.02,299.31,308.56,315.98,327.56,328.99
2023-07-28 22:06:38.888000,L8,384.04,342.14,355.28,326.89,343.07,386.99,388.96,384.75,383.85,372.61,294.14,291.16,279.67,318.03,370.23,372.31,376.75,373.45,365.01,369.08,354.90,370.13,373.05,335.93,365.43,370.47,371.15,390.17,393.45,392.96,392.25,383.86,384.02,377.22,376.38,373.51,373.96,373.02,377.60,379.13,381.05,385.60,383.60,384.86,389.25,378.00,373.51,374.69,368.22,369.70,365.38,360.46,362.38,359.64,363.04,361.99,366.99,366.95,366.86,371.88,374.89,383.21,391.39,307.69,313.79,315.02,405.13,402.09,389.40,413.38,400.05,403.71,339.04,402.48,399.76,324.89,337.57,336.36
2023-07-29 22:00:19.281000,L9,,,224.93,182.75,275.47,294.50,326.71,309.83,266.85,263.63,248.03,194.85,,,304.71,306.06,316.29,312.32,301.15,309.10,281.33,314.56,320.97,302.37,317.77,323.10,320.64,312.16,338.78,336.45,311.40,,,,267.77,264.90,214.73,,,,228.36,252.73,253.37,254.86,260.06,262.94,251.17,250.51,248.37,226.99,255.48,256.37,232.85,250.37,246.09,238.71,,,217.85,221.60,224.86,221.32,231.93,244.41,256.42,257.09,262.20,225.37,257.79,246.49,209.67,,,,,,,234.77
2023-08-21 22:06:40.051000,L9,428.07,434.31,418.16,422.04,424.27,412.88,419.84,414.34,419.14,406.89,378.88,360.25,360.06,399.08,399.37,393.80,393.37,394.78,397.62,391.04,392.00,401.98,391.03,393.48,392.11,400.12,399.63,413.63,406.80,412.22,411.96,407.43,412.63,407.65,400.04,403.87,401.97,397.68,400.07,400.85,396.00,399.19,403.97,409.54,403.65,403.85,401.14,395.06,396.41,403.29,394.91,399.79,390.20,376.18,353.69,336.58,350.28,355.39,375.24,377.74,384.97,398.54,408.38,402.63,413.71,410.70,409.84,412.87,418.10,419.25,416.67,429.94,440.24,428.97,415.29,419.18,451.91,416.64
2023-08-22 22:00:38.529000,L8,388.81,402.13,404.24,408.07,401.38,393.54,394.16,395.80,393.46,378.16,298.81,266.43,286.07,336.63,382.84,382.50,382.44,382.15,376.71,378.44,377.75,382.42,380.35,376.44,379.85,386.00,388.24,400.25,401.04,401.41,399.05,395.19,394.51,388.40,382.39,388.87,387.80,386.25,390.54,390.51,390.81,394.72,392.79,397.73,398.37,392.41,387.68,387.93,381.47,383.27,388.84,384.91,377.71,371.68,371.72,377.51,380.69,381.61,383.85,382.54,383.40,393.96,399.02,400.74,409.95,407.30,409.25,414.03,413.91,416.31,416.08,417.79,421.39,418.45,410.27,423.53,408.49,346.11
2023-08-29 22:06:50.051000,L8,211.71,265.52,247.62,266.72,299.18,307.96,342.49,327.16,304.44,277.87,270.49,212.03,264.64,266.21,324.32,313.79,325.83,326.01,311.75,324.96,288.72,324.74,331.96,309.73,328.14,331.42,331.58,220.84,250.46,354.63,354.62,348.29,355.58,348.97,342.03,337.91,340.23,341.04,208.07,343.30,349.48,346.94,349.99,351.71,346.30,315.89,271.28,266.37,269.70,277.13,276.95,268.47,262.21,272.49,260.55,256.79,248.53,242.96,240.37,234.94,310.09,339.77,358.80,363.52,267.83,375.72,379.26,374.09,380.57,389.57,380.16,391.05,288.67,292.36,296.31,309.77,314.58,323.17
2023-08-30 22:00:35.499000,L9,240.10,281.88,331.10,284.59,322.74,342.37,346.15,332.15,315.24,275.24,264.73,222.00,266.23,264.15,318.89,314.25,324.72,327.31,318.25,331.54,295.98,327.44,337.83,317.42,333.73,337.60,341.55,347.73,366.34,367.65,362.51,359.10,366.04,358.39,348.64,343.92,348.18,347.00,351.79,355.13,360.01,357.12,361.13,365.98,359.36,348.91,335.28,344.10,334.66,341.40,306.80,274.85,272.81,276.79,276.13,269.57,330.81,299.10,333.25,334.36,342.14,371.14,371.22,370.43,360.99,317.79,386.12,385.94,390.41,392.33,392.67,331.81,394.35,397.75,386.80,317.92,323.41,330.94
2023-09-06 22:06:50.650000,L9,209.83,242.14,244.00,263.36,290.49,306.88,338.85,321.53,284.42,271.74,265.07,216.60,263.04,265.58,315.78,308.22,321.48,320.88,297.72,315.54,286.75,321.98,328.35,307.39,324.77,329.12,329.96,335.49,351.76,352.45,348.41,348.75,354.11,347.83,342.46,333.46,339.59,323.88,324.92,,338.99,335.58,343.31,264.35,265.16,248.84,222.45,212.88,222.15,221.06,226.68,232.55,,,,,,,,216.43,223.85,240.10,284.83,235.93,214.02,210.20,249.00,265.76,279.34,289.71,185.06,266.03,248.44,182.14,193.81,301.32,307.05,311.04
2023-09-07 22:00:37.835000,L8,383.23,347.04,397.88,349.07,343.21,387.56,389.96,386.55,385.44,370.32,296.62,268.28,294.72,338.14,372.10,370.03,375.18,374.52,366.54,372.51,325.10,368.01,376.08,346.27,368.89,377.67,377.51,401.61,396.40,400.75,395.98,388.08,388.56,382.78,379.87,384.20,378.44,379.94,385.04,385.02,385.50,389.20,385.10,393.45,391.30,381.67,381.17,380.83,379.23,377.29,378.98,369.89,367.29,367.10,364.94,363.89,370.75,370.77,375.56,373.95,378.81,389.25,392.80,395.37,402.29,402.82,404.37,406.14,406.10,412.28,410.98,413.95,418.74,417.41,417.38,416.92,416.45,413.98
2023-09-15 22:00:44.069000,L9,496.30,513.26,504.11,410.11,406.48,394.16,399.91,398.60,392.81,385.61,309.40,272.92,299.31,395.26,391.17,385.75,392.28,390.85,394.01,392.87,375.28,391.03,377.34,379.79,380.85,388.74,384.22,391.85,404.68,407.64,400.57,404.46,396.61,392.60,385.40,387.39,397.20,397.76,385.99,387.08,389.20,390.07,393.70,395.30,392.41,391.22,388.94,392.15,382.71,393.37,386.61,383.34,368.35,365.53,368.30,370.90,373.80,376.57,374.77,372.05,377.64,385.11,388.40,396.41,405.98,400.28,404.90,404.73,406.03,402.62,403.83,404.52,407.78,412.47,416.80,410.23,408.60,403.21
2023-10-08 22:06:58.230000,L9,425.19,413.38,530.86,526.43,511.32,532.40,405.74,416.50,397.95,426.12,413.61,420.31,381.80,391.51,411.72,406.68,418.30,409.32,402.90,411.57,389.94,413.61,407.29,393.47,418.59,418.56,425.29,441.92,425.72,441.30,431.54,417.44,407.84,418.03,417.46,411.81,428.53,404.63,404.78,414.84,416.74,429.87,431.74,429.71,428.93,432.73,423.55,396.59,444.07,431.54,411.24,403.29,417.40,406.24,393.15,381.89,390.83,390.98,404.65,409.69,398.29,423.86,438.52,440.65,442.20,443.37,435.34,433.90,431.09,428.80,422.99,430.78,438.35,433.16,437.90,443.15,433.75,429.60
2023-10-09 22:00:48.556000,L8,286.54,325.21,346.11,295.59,333.37,351.26,361.52,360.99,334.98,288.46,288.14,251.56,280.54,310.38,348.72,334.62,348.98,334.51,316.02,326.71,299.29,340.90,371.90,330.07,341.76,348.15,354.15,367.17,391.36,397.00,381.34,370.98,376.31,371.96,368.71,356.20,358.07,357.91,358.36,356.68,358.89,358.75,365.18,360.43,293.97,260.29,277.47,289.69,330.61,312.40,215.01,290.74,198.41,283.93,289.52,,375.05,361.48,402.92,377.17,411.46,411.92,408.19,420.96,,,,,279.95,305.08,298.48,343.12,395.70,206.93,201.52,325.71,307.28,320.35
2023-10-24 22:07:04.010000,L9,242.48,270.98,238.80,257.78,307.10,309.70,345.37,328.83,303.24,278.63,278.40,229.99,269.99,286.40,329.47,319.94,331.04,329.71,319.25,331.71,289.81,324.48,338.02,317.92,332.67,326.20,336.11,338.51,322.80,275.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.86,212.95,204.53,221.77,237.12,270.83,377.92,356.30,379.84,368.24,356.37,380.34,390.64,397.08,395.56,396.80,380.25,379.76,367.87
2023-11-09 22:07:00.758000,L9,289.53,332.23,329.19,298.83,332.10,351.72,367.86,357.01,271.40,301.33,294.67,248.71,284.42,298.18,344.16,328.10,337.33,353.56,315.06,305.95,301.25,335.72,364.69,337.15,356.22,387.21,364.14,377.04,383.22,395.38,391.01,383.25,384.95,378.19,375.24,374.56,369.35,370.68,381.61,388.01,377.59,385.48,383.61,385.52,375.10,363.65,357.97,379.13,375.35,366.48,359.85,374.22,353.26,341.29,301.17,317.71,329.01,364.96,328.49,301.78,365.80,411.32,272.55,285.54,284.40,391.49,391.81,409.52,388.96,402.66,397.61,428.04,414.21,317.60,346.41,306.32,267.45,330.83
2023-11-10 22:00:47.296000,L8,414.25,428.45,429.38,409.75,415.17,409.96,404.86,417.31,400.35,398.56,412.54,393.63,428.40,391.54,425.00,386.53,397.30,402.42,401.70,392.83,403.28,389.19,410.29,408.66,402.85,408.87,420.04,426.14,429.05,428.32,425.99,419.41,415.91,411.65,399.14,408.15,410.05,415.14,409.79,404.76,411.58,416.46,425.09,428.76,423.15,420.38,427.14,420.61,421.03,415.64,409.75,407.60,394.25,383.98,394.49,478.55,472.47,480.44,427.96,418.76,417.84,415.41,419.64,421.54,427.60,419.17,418.07,426.02,432.70,429.69,428.64,424.96,427.63,424.68,427.87,420.65,420.87,420.88
2023-12-19 22:07:03.114000,L8,382.14,348.21,399.77,338.66,347.88,394.56,396.25,395.70,385.49,372.54,296.88,274.39,298.52,348.38,376.31,378.78,384.44,382.15,375.49,379.09,369.31,375.55,378.73,374.85,378.80,383.88,391.02,400.08,401.63,408.86,399.76,393.09,393.64,388.97,383.53,382.77,383.20,384.41,387.19,389.12,389.46,393.50,393.25,391.33,393.48,389.58,387.75,391.33,384.18,379.03,377.84,366.41,367.86,366.97,367.96,370.69,370.96,375.42,377.70,382.63,384.55,384.52,399.50,396.42,396.99,401.50,407.18,408.75,410.99,425.58,408.94,423.56,407.34,425.22,422.75,414.35,417.06,415.22
2023-12-20 22:00:59.619000,L9,373.35,342.39,356.00,307.59,346.23,384.40,394.45,394.22,385.81,327.08,293.71,266.34,294.07,342.00,372.64,380.97,383.76,380.64,377.35,378.53,328.96,377.31,380.75,346.67,378.00,387.55,382.30,399.20,403.10,408.74,398.71,392.95,394.72,389.47,383.86,383.44,384.79,387.07,390.23,386.83,389.01,391.38,393.52,393.68,393.76,393.59,386.16,387.39,399.52,390.60,384.09,373.50,383.17,426.30,433.52,413.26,425.62,415.42,383.87,434.95,450.99,454.51,449.07,467.98,462.13,470.47,485.47,478.20,466.06,474.93,471.96,456.62,453.98,454.37,451.15,461.76,471.05,445.43
2024-02-05 22:06:55.945000,L8,395.06,398.58,405.17,422.64,422.24,405.95,399.17,398.12,396.95,376.53,298.22,265.38,294.70,352.20,380.86,381.06,384.09,379.94,381.32,380.35,372.09,381.51,385.75,374.96,379.50,382.23,390.96,407.80,406.61,416.39,398.16,395.97,396.10,388.59,379.54,382.50,381.89,384.14,387.58,390.35,390.35,393.67,394.47,400.13,394.19,388.53,382.01,384.37,377.57,376.42,373.42,369.53,366.34,365.59,366.55,367.22,373.04,373.62,376.56,375.19,377.49,389.38,390.61,398.38,406.44,400.79,417.24,449.28,411.96,425.43,408.80,426.28,418.55,416.67,416.69,413.70,422.71,414.46
2024-02-14 22:00:43.269000,L8,391.42,398.27,405.92,346.11,346.90,409.02,400.32,407.86,418.05,378.18,296.45,285.55,297.00,359.85,378.93,403.77,397.29,396.08,391.99,393.81,396.30,399.75,395.13,397.52,396.11,403.99,401.47,410.67,411.15,418.01,408.19,410.74,407.17,404.14,394.83,397.81,395.51,393.30,395.79,403.42,403.05,404.36,410.99,412.27,406.09,401.52,398.06,398.18,396.78,394.18,390.79,391.48,387.40,381.22,382.99,382.66,386.16,390.67,390.42,394.77,404.28,401.04,407.42,407.88,408.97,415.65,415.73,416.06,424.69,421.72,419.33,425.01,424.84,422.56,428.06,423.64,423.15,427.03
2024-02-21 22:06:53.378000,L8,429.04,424.77,434.27,433.40,419.97,419.90,411.79,418.83,414.18,408.67,409.34,400.60,404.29,404.72,399.94,407.44,397.15,400.85,404.46,411.08,466.69,412.57,401.35,416.69,413.44,413.90,427.80,420.26,419.79,428.35,413.24,407.58,412.77,405.78,406.31,396.72,401.33,410.47,500.26,461.52,460.32,460.49,506.78,507.47,511.90,498.87,489.78,406.85,400.57,394.95,394.91,388.93,385.82,381.89,380.30,382.16,445.70,508.55,493.24,507.64,500.64,400.45,405.23,500.40,468.38,525.40,520.27,413.07,417.00,418.82,417.17,429.59,420.82,414.86,416.50,410.86,413.35,420.06
2024-02-29 22:06:59.389000,L9,508.62,503.28,505.33,506.85,485.15,489.94,487.16,449.01,536.26,514.84,527.09,464.94,450.93,472.62,465.54,485.26,486.36,484.63,480.78,523.64,483.69,490.56,500.62,501.84,461.94,467.12,470.82,478.58,474.13,521.08,490.56,508.17,447.01,463.98,453.84,449.29,448.25,497.54,504.24,455.22,482.62,505.58,503.06,517.99,521.20,521.44,495.80,502.02,499.70,495.68,495.35,506.94,520.87,511.96,520.36,505.12,458.26,476.59,449.48,510.32,507.32,508.20,519.13,516.10,517.83,,,487.55,485.54,500.04,503.55,494.38,487.34,479.42,476.01,524.66,496.24,501.94
2024-03-08 22:06:41.615000,L8,257.36,294.01,342.24,300.82,341.85,378.51,394.64,401.18,404.28,364.59,292.85,239.76,255.23,351.15,364.44,385.24,388.38,390.21,382.91,383.89,334.61,379.54,383.08,342.19,367.49,389.41,392.97,390.05,397.14,406.19,397.46,402.57,397.50,390.27,387.67,385.34,396.94,387.53,391.61,389.85,384.04,393.51,401.14,403.38,389.71,388.66,384.75,385.18,380.80,374.09,367.00,375.42,375.40,375.56,358.56,364.43,371.49,370.97,366.26,371.37,378.56,376.94,381.97,391.01,385.80,394.61,397.12,400.28,404.36,405.77,411.97,417.43,413.12,408.40,406.25,418.94,401.61,402.60
2024-03-09 22:00:50.044000,L9,474.25,485.03,486.01,470.99,477.64,478.17,472.86,471.65,465.13,475.44,515.98,468.00,464.24,463.66,466.81,458.44,469.69,450.67,465.53,451.40,440.44,466.86,473.51,460.54,461.42,463.68,468.37,459.98,478.41,534.76,496.70,474.76,502.94,476.49,538.81,,,,,,,,,,,532.78,529.41,510.54,509.48,510.28,481.14,488.09,495.50,456.38,484.05,509.15,476.09,476.28,487.97,459.33,471.63,472.57,482.70,449.00,516.19,533.51,490.24,518.32,508.31,500.81,499.81,512.21,499.20,497.84,516.58,478.29,487.11,466.93
2024-03-16 22:06:59.445000,L9,290.00,328.99,351.60,305.45,338.18,337.44,350.39,354.72,306.44,283.46,265.21,239.09,278.61,301.42,351.18,369.28,382.51,374.28,372.04,377.46,326.15,350.79,370.09,336.93,353.80,361.27,369.38,395.49,399.11,403.03,396.74,390.16,388.58,385.36,379.67,374.75,375.40,376.93,384.19,387.76,386.45,389.29,390.83,389.84,388.96,383.21,365.14,374.05,367.38,365.93,369.86,366.61,358.51,347.63,362.95,363.33,368.36,330.17,320.58,320.80,332.15,366.96,379.24,395.45,392.49,402.90,406.38,400.52,400.59,405.79,455.31,393.84,337.72,311.43,487.82,339.59,334.77,341.28
2024-04-02 22:00:15.929000,L8,410.94,408.00,412.06,410.81,412.25,401.30,398.67,398.17,392.79,383.48,292.47,259.09,288.29,350.61,388.51,387.30,387.95,384.49,385.01,381.81,380.54,387.75,384.31,387.62,386.40,395.86,389.46,400.93,403.06,407.14,401.07,395.64,392.81,391.25,386.25,387.47,386.80,388.68,390.74,390.18,389.90,393.57,395.55,394.20,393.00,390.10,386.37,383.97,381.21,374.16,374.73,369.49,366.74,367.41,369.21,368.75,371.49,370.26,369.23,372.90,381.31,383.95,389.54,389.93,395.04,401.55,404.93,403.13,402.86,408.83,408.35,412.99,408.66,410.90,409.98,407.28,407.74,404.64
2024-04-09 22:06:25.320000,L8,,182.72,233.43,263.61,299.60,306.25,342.00,327.05,292.06,274.40,173.01,,,,325.16,319.27,329.58,325.58,321.51,339.96,296.59,321.92,322.49,285.35,319.00,318.84,314.93,283.94,325.70,277.07,,,,,,,,357.01,369.13,366.53,374.38,375.08,364.28,376.75,357.92,269.50,173.01,256.16,291.35,328.00,279.67,,267.36,274.80,249.79,252.89,258.66,248.18,294.11,329.68,339.63,369.21,368.34,372.86,322.64,382.30,388.85,385.92,384.59,395.52,391.67,393.43,392.08,389.74,387.17,356.80,327.83,348.33
2024-04-17 22:06:39.730000,L9,,,,,,,,,,,167.21,195.39,272.15,277.79,308.12,316.65,343.76,343.20,298.62,232.68,245.95,322.53,344.78,328.54,341.71,347.57,351.81,371.70,389.69,394.22,385.99,377.03,379.75,371.69,363.75,352.01,348.06,346.33,248.04,,,,,,,,,,,,,,,,,,,,,,,,219.23,227.49,245.27,253.09,253.40,243.86,251.05,229.11,166.35,,,,,,,
2024-04-25 22:06:16.213000,L8,493.65,470.42,406.98,399.59,404.21,403.27,406.77,397.73,400.43,397.11,297.37,284.40,294.26,394.53,390.84,389.99,392.04,391.28,388.67,389.60,385.14,392.42,385.96,392.32,398.09,398.92,394.86,399.71,399.73,403.69,398.78,396.15,391.37,389.17,383.44,381.91,386.77,384.55,391.82,391.88,389.13,390.39,394.76,389.74,392.72,393.34,387.08,386.18,374.16,378.66,367.13,364.97,373.03,366.22,370.18,369.93,363.00,363.62,365.76,374.78,379.83,380.51,387.78,379.78,385.03,394.97,393.59,393.68,393.95,402.79,403.00,402.54,402.46,400.95,403.82,396.00,366.10,344.97
2024-04-26 22:00:16.792000,L9,424.34,421.56,423.26,415.46,413.06,412.70,416.81,407.06,401.82,400.29,379.71,365.48,398.75,391.13,410.73,395.76,391.84,384.40,387.45,391.92,403.32,396.39,403.35,397.17,416.86,411.25,407.83,405.76,404.01,411.99,408.44,401.65,398.04,408.43,403.75,398.38,397.50,383.44,387.18,386.45,392.88,396.01,393.90,402.47,399.19,396.88,398.30,394.99,384.39,381.29,389.90,378.85,374.71,372.31,369.94,372.41,378.46,376.71,375.99,401.69,381.04,383.94,395.23,390.77,396.02,404.35,402.77,402.49,407.62,419.15,410.85,411.47,406.97,412.27,409.37,409.42,389.61,346.80
2024-05-03 22:06:25.913000,L9,390.52,406.20,414.16,377.62,342.13,397.40,407.93,414.89,397.33,407.39,290.64,264.87,284.91,346.49,380.84,378.56,383.14,381.97,377.00,378.96,374.81,378.53,378.74,378.48,377.91,384.05,380.40,399.19,401.60,401.85,394.63,390.33,391.49,382.82,381.08,378.01,380.34,378.92,387.97,384.47,385.74,389.97,385.94,390.08,388.71,380.61,375.83,375.08,373.26,371.02,363.31,364.60,358.79,359.22,363.76,296.37,303.92,288.42,297.39,298.38,298.81,307.07,295.41,306.43,309.70,315.07,400.16,396.99,402.19,415.03,404.38,312.78,332.81,409.39,415.74,327.32,329.47,338.65
2024-05-04 21:59:58.130000,L8,290.64,336.87,346.77,342.19,337.33,375.46,386.66,381.80,383.49,326.21,281.60,246.75,276.04,301.87,367.31,333.26,350.48,371.08,363.57,364.00,316.76,345.35,362.98,334.31,351.40,368.20,366.31,389.32,396.81,397.29,386.20,381.92,385.19,374.17,374.31,370.83,371.92,371.55,377.64,378.59,379.07,382.96,380.14,383.67,380.79,373.32,365.40,366.64,362.82,360.15,334.17,354.41,351.82,349.68,352.96,354.11,355.84,358.06,361.10,360.62,369.46,373.83,379.03,381.21,381.73,387.05,391.68,390.96,391.05,406.44,286.71,331.31,411.15,393.73,403.59,322.17,331.41,334.76
2024-05-19 22:06:18.091000,L9,283.84,336.33,344.57,300.56,332.81,366.77,378.46,359.78,355.38,323.75,278.00,241.71,272.29,292.64,363.16,329.43,345.89,369.99,362.53,343.53,312.63,343.00,348.18,328.32,342.77,348.18,359.09,380.00,393.74,393.65,386.79,380.19,382.90,374.11,372.61,370.20,368.59,371.62,376.31,375.74,375.82,379.96,376.11,381.99,378.97,369.89,283.72,276.25,284.67,352.93,279.57,279.37,267.79,277.71,274.48,265.06,258.43,256.67,260.79,265.27,343.37,372.93,333.01,374.91,290.56,385.00,390.35,388.94,289.35,397.68,393.48,397.50,304.29,320.20,310.37,326.24,326.25,339.13
