dates,satname,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0023,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0042,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0138,nzd0310-0139,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0171,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0079,nzd0310-0080,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0134,nzd0310-0135,nzd0310-0137,nzd0310-0005,nzd0310-0006,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0071,nzd0310-0072,nzd0310-0085,nzd0310-0089,nzd0310-0090,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0065,nzd0310-0066,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0049,nzd0310-0058,nzd0310-0059,nzd0310-0136,nzd0310-0014,nzd0310-0015
2005-11-17 21:42:55.245000,L5,325.79,307.75,274.30,247.66,221.12,267.80,284.63,283.51,268.94,248.50,249.07,229.60,208.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.19,308.97,325.75,317.33,295.70,268.44,256.21,259.14,268.12,269.69,262.33,260.33,261.92,269.85,278.12,,,,,,258.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.33,,,,,,,,,,,,,,,,,,,,,,,204.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-20 21:44:25.094000,L5,316.28,298.18,264.17,244.14,217.84,261.76,275.48,279.03,258.22,241.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.20,299.95,307.98,298.77,275.61,260.91,252.88,264.36,270.67,275.27,267.92,253.04,260.99,257.05,266.00,,,,,,257.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27 21:50:46.347000,L5,316.56,295.84,269.69,246.86,220.37,269.10,277.94,286.89,264.93,243.16,242.59,233.10,206.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.41,311.56,310.34,278.10,265.83,259.59,269.42,264.76,270.86,266.65,258.84,259.99,273.79,286.16,,,,,,263.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-12 21:51:08.090000,L5,317.24,294.21,266.46,240.31,216.01,265.52,274.52,279.26,255.42,241.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.47,298.36,307.60,297.57,276.01,261.18,251.16,256.99,269.80,270.38,267.55,262.66,263.47,258.62,269.84,,,,,,255.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-21 21:45:08.534000,L5,319.56,303.26,272.31,248.66,222.37,267.26,278.49,281.38,260.60,243.83,244.58,225.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.94,302.92,307.53,301.45,283.93,255.64,249.80,259.38,262.59,269.14,271.51,261.12,263.03,264.56,270.21,,,,,,261.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:28.213000,L5,320.82,296.74,270.84,243.20,220.32,265.11,279.31,279.84,254.31,243.10,240.69,229.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.21,303.06,306.25,305.94,282.70,264.49,252.40,260.77,269.30,270.79,268.16,263.68,263.77,268.26,277.31,,,,,,265.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-09 21:45:28.526000,L5,316.99,296.63,262.73,245.20,217.58,264.52,268.22,278.36,258.37,240.10,240.86,219.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.99,244.55,258.80,265.40,265.70,253.84,259.36,266.73,,,,,,260.49,,,,298.21,293.93,289.47,299.71,317.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.31,303.22,,381.11,437.41,,,,,,,,,,,,,,,,,,,,,,,,,246.67,369.13,385.41,,,
2006-04-26 21:46:20.696000,L5,327.19,309.44,277.19,273.82,224.76,297.28,371.70,,356.89,253.87,324.26,233.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.84,298.98,304.01,294.05,282.87,254.11,250.57,255.02,262.91,270.48,269.49,263.25,261.95,267.97,276.10,,,,,,286.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.55,,,,,,,,,,,,,,,,,,,,,,,245.29,249.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-04 21:53:04.449000,L5,317.89,293.37,272.25,241.88,227.24,278.04,300.97,284.17,262.99,244.49,248.40,225.26,215.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.24,273.89,310.88,310.81,310.33,292.55,269.10,263.64,273.70,273.98,279.07,275.51,265.86,268.87,271.32,277.96,,,,,,267.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.80,238.30,,,,,,,,,,,,,,,,,,,,,,,210.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-13 21:47:01.718000,L5,323.31,301.83,265.36,242.50,219.01,285.30,286.64,280.57,259.72,251.12,251.57,240.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.76,252.07,250.42,283.29,309.14,316.55,316.09,282.29,271.02,264.04,264.93,273.55,279.17,272.31,276.01,270.51,269.44,273.69,,,,,,271.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.07,246.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-29 21:47:16.553000,L5,314.31,303.74,277.15,241.74,,,,,,,,,,,,,,,,,305.01,319.13,,,441.23,379.48,339.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.38,296.09,290.09,253.09,244.72,247.24,252.43,269.64,273.09,254.71,244.63,249.26,254.80,257.56,,,,,,,,,,,,,,,,,,,,,,,,,,,303.71,314.42,288.58,307.37,424.66,,,,,,,,,,,,,,,,,,,,,,,,,,294.03,290.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.68,352.32,389.03,356.59,406.04,435.24,428.08,431.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-22 21:53:46.375000,L5,317.24,285.36,272.22,236.28,212.72,262.37,287.50,275.65,257.38,238.87,243.44,230.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.04,236.95,242.72,255.57,,,,,,264.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-23 21:54:11.272000,L5,319.53,299.75,269.22,234.47,214.98,260.68,272.50,273.69,265.85,242.12,239.78,230.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.82,272.77,309.67,323.48,306.70,283.35,258.19,250.54,257.25,265.49,266.13,263.99,271.05,274.47,273.36,281.31,,,,,,258.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-01 21:48:07.347000,L5,311.09,288.09,257.55,229.47,211.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.33,265.89,307.36,313.69,303.69,277.16,259.61,257.19,262.21,267.46,270.34,271.88,269.76,271.28,276.24,277.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:54:44.695000,L5,321.86,298.65,268.91,243.10,219.93,257.91,277.90,280.98,259.67,255.94,248.14,224.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.72,273.40,309.10,313.56,308.74,288.65,266.44,253.46,260.88,267.53,270.79,266.52,266.14,274.01,273.60,280.49,,,,,,265.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.36,,,,,,,,,,,,,,,,,,,,,,,202.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-20 21:48:56.726000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.58,316.80,310.67,288.79,270.01,261.38,259.74,259.32,263.68,261.91,253.57,252.93,257.44,277.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-06 21:49:05.144000,L5,308.57,291.58,257.77,234.47,208.53,253.33,264.99,267.37,251.91,238.42,236.71,219.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.32,309.14,294.34,284.38,257.39,250.54,260.09,256.87,251.63,255.25,241.14,253.16,247.02,258.69,,,,,,253.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-30 21:55:36.438000,L5,314.85,291.33,270.92,245.10,220.85,261.71,271.45,272.85,255.85,241.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.60,301.12,292.11,275.27,267.00,263.67,268.88,276.34,274.52,273.64,265.30,258.27,257.82,268.69,,,,,,253.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-08 21:49:26.499000,L5,313.30,290.64,257.49,230.04,205.87,256.90,270.27,266.89,253.65,233.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.34,303.92,312.34,308.28,277.79,258.48,251.46,258.00,261.27,269.95,264.95,252.86,264.43,271.78,275.23,,,,,,250.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-10 21:45:41.606000,L5,306.77,289.10,258.64,236.66,208.06,261.99,272.54,271.97,259.32,244.36,237.67,225.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.02,302.43,312.77,296.37,280.37,257.34,251.59,261.34,266.43,270.12,268.74,263.66,264.46,267.62,276.75,,,,,,263.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-02 21:44:23.135000,L5,317.80,295.23,264.55,236.36,214.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.67,282.52,309.36,327.07,315.75,290.20,267.08,256.02,258.36,265.05,273.55,268.36,267.29,272.81,277.23,281.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18 21:44:24.452000,L5,296.83,261.07,237.35,214.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.89,349.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25 21:50:35.036000,L5,318.28,292.22,266.61,234.34,214.54,257.79,282.55,273.54,261.53,240.67,234.37,219.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.44,308.04,310.81,313.05,290.51,269.70,258.20,259.34,266.33,270.85,272.92,260.35,263.66,266.51,270.25,,,,,,256.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-24 21:48:35.845000,L5,322.79,295.01,274.78,245.87,220.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.88,299.23,318.45,307.70,286.24,275.42,265.48,270.35,278.68,277.13,273.33,256.51,266.43,258.16,268.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-15 21:56:27.145000,L8,317.33,296.10,265.55,244.43,212.01,262.79,274.19,281.39,251.78,243.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.60,291.71,306.52,301.01,273.86,255.81,248.90,266.42,259.53,267.09,266.69,253.59,260.94,275.87,275.49,,,,,,259.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.23,261.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31 21:56:31.642000,L8,316.04,296.21,265.46,244.32,211.51,334.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.69,322.35,291.28,301.57,333.98,,,,,,,285.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.82,265.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-07 22:02:40.903000,L8,314.07,293.51,258.68,241.21,210.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.86,291.48,311.35,297.80,271.64,253.35,247.91,254.13,254.47,258.81,261.27,246.13,252.65,258.58,262.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-16 21:56:25.784000,L8,316.24,298.04,266.23,242.68,216.89,265.21,270.23,280.90,253.81,248.06,249.92,237.23,220.50,,,,303.65,286.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.21,310.75,298.75,277.97,257.36,264.82,259.55,262.26,261.00,261.62,242.67,239.57,246.42,252.61,,,,,,268.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.86,256.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-23 22:02:34.637000,L8,316.19,295.89,261.77,241.88,214.32,263.38,267.30,279.16,248.13,241.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.96,298.47,312.00,301.15,279.43,255.65,251.35,256.18,260.97,267.56,268.78,252.37,258.17,263.82,266.94,,,,,,260.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-18 21:56:26.327000,L8,313.57,292.61,258.23,237.27,209.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.29,302.39,288.59,260.64,246.62,244.04,244.76,248.97,255.74,257.03,245.14,251.30,256.27,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-25 22:02:37.865000,L8,317.57,290.99,257.32,233.56,206.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.96,306.77,294.92,267.03,247.53,247.85,250.25,256.01,258.70,265.03,252.64,260.94,265.17,268.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-19 21:56:30.126000,L8,315.09,294.03,263.70,241.84,225.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.38,296.53,308.93,299.16,268.51,250.47,248.68,251.79,254.13,257.68,271.20,254.48,263.62,266.30,257.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-06 21:56:21.607000,L8,308.10,286.81,254.96,226.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.64,289.96,304.19,293.16,264.35,248.67,247.88,245.60,249.51,255.51,258.75,245.56,260.25,255.09,258.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-29 22:02:22.230000,L8,310.43,293.61,261.90,233.20,208.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.38,300.30,314.71,301.82,274.60,259.27,251.59,254.83,258.03,259.05,258.99,245.07,250.58,253.31,264.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-07 21:56:13.098000,L8,321.16,312.65,284.73,254.84,229.49,261.08,266.77,278.72,249.20,238.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.62,307.07,315.48,299.13,276.40,259.08,254.70,257.95,263.07,267.39,280.82,264.91,260.81,274.05,278.56,,,,,,260.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-14 22:02:21.400000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.21,258.02,251.16,244.88,248.98,251.19,254.62,255.90,229.70,241.50,249.64,255.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-23 21:56:03.944000,L8,311.95,291.59,289.81,245.37,212.31,323.10,286.79,280.88,275.45,243.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.43,303.15,316.05,302.94,276.02,257.92,252.22,256.38,258.31,265.31,270.82,244.73,255.70,256.85,258.78,,,,,,270.96,,,,,,,,,,,,,,348.69,348.11,311.91,333.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.51,361.09,,,,,,,,,
2013-11-30 22:02:16.559000,L8,,,,,,277.13,267.03,272.68,,,,,,,,,,,,,375.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.72,298.00,310.99,303.02,287.24,269.81,269.07,259.53,261.47,260.43,270.06,244.11,263.93,256.81,255.78,,,,,,276.64,,,,,,,,,,,,,,,,,,,,,,,231.98,,,,,,,,,,,,,,,,,,,,,,,,,,,264.62,337.33,267.73,,,,,,,,,,,,,,,,,,,,,,291.37,,,,,,,,,,,,,,,,,,,,,,,244.02,274.50,269.02,238.83,251.34,200.05,236.50,,,,,,,,,,256.15,236.41
2013-12-16 22:02:09.908000,L8,321.24,302.93,283.94,245.55,233.44,264.04,271.87,336.65,310.82,318.95,,,,,,330.65,242.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.60,301.56,311.87,302.40,274.78,256.81,269.97,255.93,265.92,270.55,274.00,243.19,265.01,311.83,292.07,,,,,,266.28,,,293.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10 21:55:43.144000,L8,326.35,316.24,288.57,264.11,235.97,270.24,273.59,277.91,251.89,247.50,247.92,239.41,221.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.65,298.65,310.58,298.67,275.56,255.97,260.50,267.25,265.16,271.57,270.21,243.13,267.27,257.15,290.26,,,,,,268.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.62,242.76,255.53,256.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.83,361.21,345.24,,,,,,,,,,,,,,,,,,,,,,,,403.60,325.76,,,
2014-02-02 22:01:41.567000,L8,327.04,311.29,285.63,233.37,204.08,272.72,279.47,278.88,261.30,253.88,248.14,244.02,222.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.62,244.86,255.44,254.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11 21:55:20.778000,L8,349.47,322.95,287.93,267.84,237.56,272.27,362.25,369.02,355.56,339.47,334.10,323.89,313.52,313.67,316.21,298.79,313.30,303.70,303.57,301.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.59,265.84,301.63,318.04,301.10,294.30,275.96,272.34,281.62,341.97,334.56,278.63,269.73,273.96,309.73,328.85,,,,,,269.81,312.29,320.92,304.73,342.73,354.18,361.30,359.86,364.94,,,,,314.67,,,,,,,,,,,,,,,,,,412.83,427.46,442.69,447.03,458.42,,,,,,,,,,,,231.47,246.83,258.07,258.67,,,,,,,,,,,,,,,,,,,,,,,,,321.28,321.79,318.86,327.50,334.51,335.38,381.83,398.66,405.35,428.74,434.11,443.98,,,,,,,,,,,,,,,,,,,,,,,341.96,396.27,410.37,,,
