dates,satname,nzd0303-0000,nzd0303-0001,nzd0303-0002,nzd0303-0172,nzd0303-0173,nzd0303-0174,nzd0303-0175,nzd0303-0176,nzd0303-0177,nzd0303-0178,nzd0303-0003,nzd0303-0160,nzd0303-0161,nzd0303-0162,nzd0303-0163,nzd0303-0164,nzd0303-0165,nzd0303-0166,nzd0303-0167,nzd0303-0085,nzd0303-0086,nzd0303-0087,nzd0303-0088,nzd0303-0100,nzd0303-0101,nzd0303-0102,nzd0303-0103,nzd0303-0104,nzd0303-0105,nzd0303-0106,nzd0303-0179,nzd0303-0041,nzd0303-0042,nzd0303-0043,nzd0303-0044,nzd0303-0045,nzd0303-0046,nzd0303-0047,nzd0303-0077,nzd0303-0078,nzd0303-0079,nzd0303-0080,nzd0303-0084,nzd0303-0089,nzd0303-0090,nzd0303-0107,nzd0303-0155,nzd0303-0156,nzd0303-0157,nzd0303-0180,nzd0303-0181,nzd0303-0013,nzd0303-0014,nzd0303-0040,nzd0303-0151,nzd0303-0152,nzd0303-0153,nzd0303-0154,nzd0303-0150,nzd0303-0004,nzd0303-0012,nzd0303-0015,nzd0303-0016,nzd0303-0168,nzd0303-0011,nzd0303-0021,nzd0303-0022,nzd0303-0023,nzd0303-0024,nzd0303-0025,nzd0303-0026,nzd0303-0091,nzd0303-0009,nzd0303-0010,nzd0303-0122,nzd0303-0123,nzd0303-0018,nzd0303-0019,nzd0303-0020,nzd0303-0005,nzd0303-0169,nzd0303-0170,nzd0303-0171,nzd0303-0158,nzd0303-0159,nzd0303-0033,nzd0303-0034,nzd0303-0035,nzd0303-0036,nzd0303-0112,nzd0303-0113,nzd0303-0114,nzd0303-0008,nzd0303-0017,nzd0303-0083,nzd0303-0146,nzd0303-0147,nzd0303-0148,nzd0303-0149,nzd0303-0007,nzd0303-0134,nzd0303-0135,nzd0303-0136,nzd0303-0137,nzd0303-0006,nzd0303-0037,nzd0303-0038,nzd0303-0039,nzd0303-0099,nzd0303-0027,nzd0303-0028,nzd0303-0029,nzd0303-0121,nzd0303-0124,nzd0303-0082,nzd0303-0115,nzd0303-0116,nzd0303-0117,nzd0303-0132,nzd0303-0133,nzd0303-0138,nzd0303-0139,nzd0303-0140,nzd0303-0141,nzd0303-0142,nzd0303-0143,nzd0303-0144,nzd0303-0145,nzd0303-0073,nzd0303-0074,nzd0303-0075,nzd0303-0098,nzd0303-0108,nzd0303-0109,nzd0303-0110,nzd0303-0092,nzd0303-0093,nzd0303-0094,nzd0303-0097,nzd0303-0081,nzd0303-0048,nzd0303-0030,nzd0303-0031,nzd0303-0032,nzd0303-0130,nzd0303-0131,nzd0303-0052,nzd0303-0053,nzd0303-0069,nzd0303-0070,nzd0303-0071,nzd0303-0072,nzd0303-0096,nzd0303-0066,nzd0303-0067,nzd0303-0118,nzd0303-0119,nzd0303-0120,nzd0303-0050,nzd0303-0051,nzd0303-0057,nzd0303-0058,nzd0303-0059,nzd0303-0060,nzd0303-0061,nzd0303-0062,nzd0303-0095,nzd0303-0049,nzd0303-0076,nzd0303-0063,nzd0303-0064,nzd0303-0065,nzd0303-0068,nzd0303-0128,nzd0303-0129,nzd0303-0054,nzd0303-0055,nzd0303-0056,nzd0303-0111,nzd0303-0125,nzd0303-0126,nzd0303-0127
2015-02-12 22:06:39.159000,L8,,,,295.26,352.63,365.26,341.84,306.27,315.28,339.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28 22:06:36.355000,L8,,,,300.07,355.85,363.89,344.53,313.47,319.21,342.99,,,,,,,,,,,,,,,,,,,,,,292.28,364.33,311.20,324.66,363.32,392.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.07,,,,,,,,,,,,313.34,322.02,,,,,,,,344.45,,,,,,,,,,,,,,
2015-03-09 22:00:18.465000,L8,,,,304.25,360.61,366.47,345.29,321.98,349.59,343.70,,,,,,,,,,,,363.17,331.37,,,,,,,,,,298.15,298.98,317.56,380.19,383.27,,,,,,,282.76,327.97,363.60,,,,,,287.66,343.05,,,,,,316.08,,352.71,328.74,,,300.65,,,,,,,,276.50,318.26,,,,,,,,,,,,,,,,,,,,,,275.84,237.33,302.53,338.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.80,,,,,332.32,309.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10 22:00:01.611000,L8,,,,332.71,,,,,,,,,,,,,,,,301.54,312.45,342.52,344.58,,,,,,,,,,,,,,,,,,,,382.48,321.32,309.70,,,,,,,,,,,,,,,,,,,,,,,,350.34,350.50,306.70,357.48,,,,,,,,,,322.44,307.07,,,,,,,,,,,,267.53,,,,,,,,,,,,,,,317.15,310.05,341.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.49,,,287.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.87,253.79,,,,,,,
2015-05-12 21:59:40.983000,L8,,342.95,328.44,306.72,357.06,366.05,339.22,306.46,323.36,338.88,323.44,,298.38,315.77,301.91,301.61,294.40,293.59,255.55,,,,,,,,,,,,,,,320.65,371.94,349.59,392.05,,,,,,,,,,,,,,,358.16,315.14,,348.11,324.32,,,243.14,382.32,343.41,,,,366.97,,,,,,,,380.07,380.04,,,,,,,,,,,,,,,,,,,369.69,,,,,,254.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28 21:59:43.617000,L8,,,,310.35,361.67,368.19,345.89,310.75,326.56,344.48,,,,,341.66,305.81,296.30,296.65,255.20,324.11,338.12,354.86,282.08,,,,,,,,,,,,,,,,,,,,381.70,368.50,309.61,,273.13,,,,,288.41,303.12,,,,,316.80,308.91,,316.51,297.94,262.73,,258.95,338.99,332.21,366.06,,,,352.85,329.20,330.62,,,,322.00,339.76,,,,,,,,,,,,,,344.14,,373.62,,272.95,263.08,268.89,364.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20 22:06:08.884000,L8,251.10,327.84,312.49,282.30,338.46,349.76,307.66,279.59,302.43,312.92,373.68,282.59,271.59,275.50,276.26,275.27,271.40,272.88,236.08,,,,,,,,,,,,370.83,,,,,,,,,,,,,,,,193.33,238.92,260.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.82,273.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07 22:06:28.150000,L8,,,,,,,361.49,312.08,329.22,346.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-16 22:00:22.731000,L8,,,,312.51,365.66,373.19,346.96,311.29,329.47,352.53,,,,,303.47,306.89,297.78,296.37,260.13,,,,,,,,,,,,,289.60,370.55,298.58,301.92,349.29,389.82,,331.35,381.57,374.97,,,,,,,,,,,299.52,306.18,,,,,,320.05,,318.11,338.46,270.37,245.96,259.81,341.40,340.73,376.57,,,,,333.01,345.93,,,289.65,336.45,355.59,,,,,,,,,,,,,,355.95,,,,,,267.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23 22:06:36.490000,L8,,,,310.29,358.02,371.04,345.34,311.03,326.73,346.27,,,,,,,,,,349.43,377.80,358.69,361.20,,,,,379.52,305.30,315.40,,289.56,370.76,317.49,301.95,346.77,387.76,,,,,,386.93,332.53,305.63,358.29,,,,,,,,,,,329.43,231.70,,,,,,,353.45,338.22,335.71,366.43,,,,353.63,329.86,330.83,,,,338.89,352.20,380.82,,,,,,,,,,,,,354.33,,,230.86,277.30,265.11,367.83,372.60,,,,,368.01,,,,,,,,,,,,,,,,,,,,,354.43,338.48,229.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24 22:06:49.672000,L8,,,,302.57,354.01,361.91,334.41,302.19,319.34,336.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.02,,,,,292.65,304.77,332.35,312.81,315.10,299.88,230.91,300.09,,332.66,339.33,368.43,,378.59,,,,,,,,344.68,382.00,,,,,,,,,,,,,,,357.23,,,,363.67,,,,,,,,,,,,,294.84,270.86,343.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10 22:06:50.850000,L8,,347.24,323.59,307.44,348.23,349.67,338.29,312.38,320.64,330.72,359.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19 22:00:41.924000,L8,,,,,,,,,,,,,292.38,298.33,293.40,263.16,330.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.26,281.90,314.57,356.59,362.99,308.27,,,,,,,,266.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29 22:06:57.073000,L8,,,,302.22,358.53,362.10,345.56,308.91,320.26,342.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14 22:06:54.937000,L8,,,,301.44,357.07,368.80,348.85,308.85,325.05,339.62,,,,,341.74,305.09,297.74,295.93,260.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.03,331.60,,,,,,,,371.49,380.02,379.02,,379.13,,,,,,,,,372.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23 22:00:44.120000,L8,,,,305.15,361.23,368.11,348.05,309.73,324.66,343.34,,,297.82,314.99,304.50,305.18,300.35,298.74,261.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30 22:06:53.492000,L8,,,,298.66,353.51,360.77,315.65,302.82,315.89,335.25,,307.45,289.92,302.30,295.28,300.12,291.39,287.22,251.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.01,257.60,289.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.51,286.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15 22:06:45.486000,L8,,,,294.40,352.10,361.85,343.71,301.92,313.15,,,307.91,295.91,311.66,301.26,300.44,296.36,289.60,252.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.98,306.26,,,,374.94,324.88,,,,,,,284.44,361.86,315.68,356.44,,370.72,,,,,,,,,,,,,,,370.92,,,,296.74,291.57,,,,,,,,374.11,,,,,,,368.22,,,,,371.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.37,331.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02 22:06:43.439000,L8,,,,303.49,360.21,367.86,346.98,308.58,319.32,342.23,,,300.42,318.40,302.20,308.51,297.05,294.58,252.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18 22:06:37.904000,L8,,,,305.98,360.05,369.47,347.15,312.88,322.24,350.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.98,336.74,,,247.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27 22:00:21.157000,L8,,,,306.23,368.09,369.72,348.99,309.37,320.98,340.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.89,315.00,295.63,299.66,250.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19 22:06:22.901000,L8,,348.18,321.15,307.87,364.20,366.52,349.33,309.87,326.86,342.67,369.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.31,325.85,,352.37,266.40,,,250.25,,372.94,376.77,352.49,,385.74,,,,,,,,380.58,376.11,,,,,,,,,,,,,,,,,,,382.60,361.62,,,,,264.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06 22:06:31.014000,L8,,,,312.09,362.25,370.20,348.00,312.65,328.54,,,,,,339.18,310.53,297.91,297.54,257.43,332.98,336.24,354.57,360.91,,,,,351.94,370.89,378.30,,,,,283.63,332.55,363.58,340.40,,,,380.04,377.26,301.39,307.95,,,,,,,316.48,304.22,,,,,,,,313.54,372.92,267.17,,259.26,336.10,340.94,362.93,,,,351.18,332.21,329.68,,,,326.98,367.45,,,,,,,,,,,,,,357.27,,364.33,,,,,,,,,,,,,,,,,,,,301.65,,,,,,,,,,,,,,,,,,,,,387.48,,,,384.38,341.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01 22:00:30.433000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.52,327.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.83,328.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.14,313.28,322.09
2016-07-08 22:06:44.674000,L8,,,,312.60,366.83,374.11,349.88,310.81,328.96,,,,,,304.25,305.23,297.60,296.97,259.22,328.41,335.91,352.77,352.36,372.78,359.13,373.58,365.78,355.48,376.63,320.88,,283.71,301.55,298.65,288.44,336.31,378.29,,,,,,377.08,,,380.24,,,,,,288.94,304.04,,,,,311.94,318.71,,304.10,296.80,,246.00,353.51,,,,,,,,324.43,327.75,,,,,,,,,,,,,,,,,,,355.53,,362.48,,,,270.76,383.68,,,,,,,,,347.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-17 22:00:37.249000,L8,,,,,,,,,,,,,298.50,315.37,303.17,304.72,297.33,297.64,273.56,346.68,370.99,355.84,360.16,,,,,325.26,368.96,378.96,,277.74,300.51,295.03,290.90,334.24,376.80,,338.84,301.95,285.96,,383.09,,,,,,,,,,,,,,,,,,,,,376.47,359.65,337.28,354.41,361.24,,,,,334.44,350.14,,,268.18,344.58,367.77,,,,,,,,,,,,,,369.83,,366.43,,,,,380.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:06:51.832000,L8,,,,313.51,363.02,372.79,348.18,309.52,326.39,354.24,,,,,303.91,307.26,298.73,297.88,261.11,348.72,375.17,361.21,370.73,,,,,,,,,291.89,371.81,318.62,300.81,350.74,383.05,,341.95,310.42,291.64,,387.74,,,,,,,,,281.52,304.97,,357.62,324.61,,,318.92,,317.48,337.67,271.30,246.90,264.20,341.73,347.56,367.08,,,,,335.01,340.90,,,308.34,353.38,368.58,,,,,,,,,,,,,,368.09,,389.52,,,,266.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18 22:00:44.970000,L8,,,,314.34,366.15,374.34,349.62,308.96,328.72,348.87,,,,,302.55,308.01,297.39,296.12,257.68,,,,,,,,,,,,,296.41,370.91,319.16,310.14,354.34,388.00,,340.60,318.83,375.06,,,,,,,,,,,282.29,308.08,,354.88,317.29,,,244.91,,319.67,335.52,270.58,246.35,266.11,346.49,355.25,375.01,,,,,372.21,344.23,,,292.30,354.61,373.18,,,,,,,,,,,,,,370.12,,,,,,255.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10 22:07:03.402000,L8,,,,302.96,353.26,359.48,327.17,295.17,317.37,331.03,,303.94,291.10,303.11,297.13,289.91,289.49,281.53,252.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.14,285.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:09.122000,L8,,,,373.21,373.76,374.25,345.87,307.04,321.45,330.36,,,,,,,,,,,,,,,,,,,,,,,,262.58,348.48,360.07,356.99,347.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.57,353.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22 22:00:59.693000,L8,,,,313.18,366.70,369.48,345.44,308.76,325.94,347.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.17,314.99,,,,,,,,331.83,318.85,343.94,,367.93,,,,,,,,355.13,355.54,,,,,,,,,,,,,,,,,,,375.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08 22:00:57.455000,L8,,,,328.16,369.85,373.53,349.45,324.49,346.12,350.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.65,,,,,,,,,,,,,,,,,,,,,,,,,,329.08,268.65,297.74,274.50,,,,,,,,,,,,,,,,282.71,366.62,326.85,,,,356.24,,,,,,282.73,333.26,,,,,
2016-12-15 22:07:06.028000,L8,,,,302.81,355.56,364.45,333.98,301.31,318.91,329.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.71,,,,,,,,,,,,,,,,,312.93,,,,
2017-01-25 22:00:44.753000,L8,,,,,,,,,,,,,,,298.89,308.93,303.33,305.36,274.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.86,,,,,311.66,331.34,,,,,,,,,,,,,,,,,274.24,280.01,,,,,,,,,
2017-02-10 22:00:36.499000,L8,,,,308.94,365.33,362.83,348.33,308.24,319.52,340.76,,,291.81,313.00,301.71,299.56,298.98,292.14,253.09,,,,,,343.68,375.56,335.76,,,,,,,,,,,,,,,,,,,,,,,,,351.68,326.29,,,,,,,,362.92,367.97,349.65,,380.98,,,,,,,,382.73,370.58,,,,,,,,,,,,,,,,,,,,378.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-30 22:00:14.213000,L8,,,,314.33,368.21,364.12,344.94,306.48,322.83,339.09,,,,,,,,,,,,,,,,,,,318.23,370.97,,,,,,,,,,,,,,,,384.79,,,,,,357.44,322.49,,,,,,,,369.02,347.10,340.21,,377.33,,,,,,,,383.09,380.78,304.33,190.22,,,,,,,,,,,,,,,,,,374.28,,,,,,,,,,,,,,,,,,,357.30,,,,,,,,,,,,,,,,,,,,360.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:21.875000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.79,312.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:12.286000,L8,,350.24,320.22,314.92,367.46,369.55,346.67,306.86,325.27,340.62,371.31,,298.15,312.18,303.10,303.17,298.22,297.24,260.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.10,317.42,,,,,,,381.08,370.06,373.02,335.47,244.26,378.63,,,,,,,,381.20,383.27,,,,,,,,,,,,,,,,,,,,371.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01 21:59:55.729000,L8,,,,319.27,367.06,373.01,348.46,308.99,327.54,343.93,,,296.65,315.16,302.93,305.86,297.55,296.69,257.43,,,,,,,,,,,,,290.23,371.50,316.71,303.59,343.09,383.18,,337.68,368.86,381.52,,,,,,,,,,,290.22,305.68,,,,,,,,318.62,306.62,269.09,,358.39,341.50,337.99,364.89,,,,,333.86,332.16,,,,326.63,368.75,,,,,,,,,,,,,,364.54,,,,,,,368.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:11.201000,L8,,,,320.35,370.49,375.77,350.89,309.13,329.43,343.48,,,,,306.04,309.51,299.82,298.70,262.61,350.19,369.88,361.29,364.12,,,,,,,,,291.10,371.62,315.98,314.97,347.32,380.17,,338.87,369.10,389.39,,383.64,,,,,,,,,321.86,305.51,,,,,,,,318.61,307.12,273.75,245.85,358.35,347.95,340.09,365.72,,,,,332.89,330.05,,,,326.16,369.63,,,,264.12,,,,,,,,,,357.36,,387.55,,,,,371.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:22.329000,L8,,,,323.17,371.07,376.32,350.61,310.20,328.68,390.19,,,,,303.86,306.02,299.54,298.73,263.05,312.46,336.38,275.69,353.71,365.74,353.47,302.69,359.74,363.30,372.23,384.28,,,,,288.12,332.68,368.61,330.81,,,,,303.40,,,,,,,,,,,,,,,,,,,,,246.78,,327.38,322.09,358.60,345.52,,,,315.75,319.39,,,,319.17,339.12,,,,265.50,,,,,,,,,,334.66,,350.77,,,,,333.58,,,,,,,,,340.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:35.560000,L8,,,,316.23,365.61,373.36,348.84,305.31,325.98,340.70,,,293.48,312.69,297.21,300.97,295.63,295.05,256.08,356.44,337.51,359.90,330.13,363.33,367.70,380.37,368.64,375.61,301.21,312.19,,242.95,298.94,298.82,285.06,330.71,365.44,360.70,,,,,376.18,334.44,386.52,375.56,,,,,,,,,,,,,,,,,,,,337.99,336.14,358.67,,,,,,,,,,341.86,368.64,,,,,,,,,,,,,,,,365.49,,,,,,,,,,,,,,341.93,,,,,,,,,,,,,,,,,,,,,,,,385.83,,,,,,,,377.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-21 22:00:43.875000,L8,,,,327.02,371.35,380.29,350.28,310.21,330.30,344.99,,,297.38,313.59,303.58,304.20,300.96,299.71,268.20,,,,,,,,,,,,,,377.32,325.11,371.69,351.39,,,,,,,,,,,,,,,,283.93,308.30,,,,,,,,319.47,330.91,272.87,249.76,352.37,345.76,345.48,360.19,350.44,,,,334.16,337.31,,,313.32,344.33,367.38,383.95,,,266.91,,,,,,,,,,363.86,,,,,,,374.86,,,,,383.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22 22:00:49.855000,L8,,,,328.71,375.28,381.94,352.37,314.08,334.43,356.43,,,,,304.61,304.74,300.71,300.92,268.73,293.22,301.86,345.10,,381.10,294.34,290.97,289.69,332.50,296.10,303.79,,,,,,,,,,,,,298.47,,,,,,,,,,,,,,,,,,,,,250.82,,321.92,306.55,346.76,314.33,364.01,350.83,,328.92,325.00,,,,,337.10,379.83,,,268.87,,,,,,,,,,354.20,,,,,,,366.95,,,,,378.78,,,,336.66,378.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
