dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0110,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2013-11-03 22:19:20.378000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:19:44.337000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-12 22:13:32.202000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.36,197.54,211.15,225.03,232.09,239.86,242.88,250.45,261.24,265.84,266.60,261.16,272.70,270.12,257.32,269.04,285.89,270.45,262.58,288.24,298.38,307.38,310.53,312.69,306.04,471.43,461.15,488.62,299.89,275.59,,,322.75,339.67,344.87,336.91,343.10,344.00,,,,215.71,342.33,413.85,464.58,436.94,452.58,440.49,483.23,476.89,431.53,398.76
2013-11-28 22:13:25.971000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.79,193.87,209.99,223.05,230.81,238.00,241.67,249.18,258.16,264.39,266.32,260.98,271.11,267.19,254.10,267.92,284.11,270.47,260.28,287.93,297.52,304.46,308.44,307.09,305.48,465.21,455.54,488.16,299.43,270.54,,287.63,318.58,341.52,348.84,337.11,345.77,345.59,,,,211.22,346.42,412.67,468.80,437.86,451.19,436.33,476.86,481.30,422.73,398.99
2013-12-14 22:13:21.591000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.59,179.00,193.13,206.66,219.51,230.90,238.79,241.19,249.26,257.07,260.68,252.15,270.91,,,,,,,,275.88,346.00,214.14,218.01,,,466.24,465.36,486.13,295.50,,,,318.46,334.28,340.27,330.99,341.25,341.54,,,,212.60,335.60,411.07,465.48,436.64,450.21,435.01,477.82,477.92,428.21,396.44
2014-01-31 22:12:52.806000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.30,196.29,203.29,218.67,224.41,220.60,227.86,228.94,245.09,251.00,261.41,262.93,262.56,267.39,271.17,284.52,294.29,298.92,297.04,293.40,294.56,308.41,299.14,275.25,283.36,323.48,314.84,318.97,326.32,328.71,325.76,480.34,479.07,511.04,316.65,324.02,331.01,330.95,361.58,366.02,381.78,385.33,382.05,386.11,352.52,358.86,344.78,349.89,390.20,455.76,493.66,466.89,462.99,467.18,490.07,511.98,454.02,419.77
2014-02-16 22:12:38.819000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.51,229.13,188.27,249.23,,275.76,270.49,207.09,250.77,242.68,284.81,251.84,388.13,320.22,,,308.31,234.75,203.88,,179.46,259.01,311.99,308.76,300.26,461.13,457.67,484.78,,269.08,202.59,,,,,313.99,327.99,319.57,,,,210.40,331.49,408.85,459.79,433.49,443.94,431.93,490.14,419.58,421.74,386.47
2014-02-23 22:18:20.398000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.56,541.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11 22:18:08.266000,L8,507.16,393.90,474.83,471.41,509.88,328.96,334.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.40,236.99,228.33,,,,,,,,,,,,,,,,,,,440.26,450.14,235.03,249.94,233.05,
2014-03-11 22:18:32.217000,L8,503.09,518.97,,,,319.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.70,,227.48,,,,,,,,,,,,,,,,,,,439.33,415.27,234.27,247.36,232.06,
2014-03-20 22:12:13.789000,L8,,,,,,,,,,,,,466.14,543.45,438.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.07,183.39,206.32,221.41,235.86,244.93,248.84,225.59,259.65,273.43,299.56,293.85,289.61,297.38,297.25,293.74,275.97,274.39,281.54,280.96,326.17,331.44,325.72,320.30,321.90,327.95,327.13,339.14,309.20,320.35,318.79,323.17,307.23,507.45,517.59,540.00,311.32,281.43,239.71,290.26,362.69,355.50,362.31,399.35,405.79,360.91,352.54,389.05,378.50,368.33,415.66,425.66,488.38,450.43,459.97,480.90,531.42,485.31,429.75,399.22
2014-04-05 22:11:58.702000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.33,212.65,224.45,237.01,242.91,245.59,251.51,256.89,255.79,239.02,208.79,,,,,,,,,258.03,216.82,239.78,,,451.23,407.51,399.20,,,,,,,,,,,,,,201.58,290.75,260.86,362.74,417.88,379.67,385.21,354.34,417.26,376.88,
2014-04-12 22:17:37.464000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.59,492.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.30,445.32,,,,
2014-04-12 22:18:01.415000,L8,,,,,,,,,,,,,,,,,,,,,,,500.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.14,477.54,500.35,478.11,,,,,,,,,,469.19,492.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.10,445.28,,,,
2014-05-07 22:11:26.052000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.45,339.66,392.15,,,,,,,
2014-05-30 22:17:11.184000,L8,,,,,,,,,,,,504.74,,,,,,,,,,,,200.92,200.59,190.82,196.10,207.81,190.82,196.04,192.38,186.38,,,,,,,,,,,,,,,392.31,410.64,401.78,,,,,,,,,,,,434.29,,,,,,,,,,,,,526.32,552.20,,,,,,,,,,,,,,,,476.03,502.27,,,,,,,,,,,,,,,,,,,,,,395.61,467.94,,,,,,481.12,484.44,500.82,526.40,,291.53,359.12,507.35,476.64,534.25,531.75,514.14,,,313.65,371.82,379.83,507.52,,501.36,,
2014-05-30 22:17:35.135000,L8,,,,,,,,,,,,503.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.02,384.91,444.53,,,,,,,,,,,,,,,,,,,,,,,,,412.09,550.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.13,482.41,499.30,524.81,,,,,521.95,532.46,529.57,514.62,,,308.36,366.03,376.11,505.39,,498.89,,
2014-07-17 22:17:28.260000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.04,210.84,,,,,,,,,,,,,,,,,,,,,229.57,240.10,225.67,
2014-07-17 22:17:52.210000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.81,213.10,,,,,,,,,,,,,,,,,,,,,231.57,244.31,229.80,
2014-07-26 22:11:43.162000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.50,,,345.28,,,498.74,372.60,428.23,,480.61,,,,,,,384.67,529.57,440.58,506.18,453.18,,,,,,,,,,,,,210.19,244.57,306.80,307.39,286.16,,,,,,,218.49,230.10,233.42,233.27,235.57,222.91,221.70,216.71,228.92,240.21,403.04,524.62,264.33,286.13,266.76,265.18,265.66,269.13,277.06,310.36,283.59,291.99,317.23,295.96,289.53,301.72,302.49,308.84,318.34,248.35,,465.34,430.33,296.08,265.19,,,307.89,329.01,332.62,322.59,324.26,333.49,,414.39,514.16,469.85,423.59,328.56,468.84,429.58,484.03,423.88,475.48,412.51,430.20,274.43
2014-09-19 22:18:06.748000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.11,239.91,288.64,,,,,,,,,,,,,,,,,,,,205.05,236.21,295.26,253.45,332.73,,,,,,,,,,,,,,174.97,303.89,235.52,261.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14 22:12:02.705000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.44,208.61,220.64,250.04,238.11,289.41,263.20,224.25,250.15,253.12,259.04,255.50,280.16,278.22,276.36,269.20,268.76,271.77,294.48,319.37,351.63,354.70,354.93,373.51,344.81,312.54,320.40,333.50,332.50,323.16,326.41,344.02,365.35,378.06,379.14,388.91,386.53,384.94,412.98,425.43,444.31,463.57,,,,390.03,410.16,479.61,528.58,485.48,458.53,441.68,487.31,512.02,471.04,473.29,481.87,530.01,547.05,464.68,510.73,539.21,519.46,,,,,470.18,458.48
2014-12-01 22:12:00.318000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.12,200.28,192.19,194.33,209.52,224.46,239.45,248.76,249.08,251.73,257.42,261.47,263.82,264.76,270.49,274.52,265.00,279.94,285.44,268.92,265.91,291.78,298.59,304.63,307.91,312.49,305.10,471.83,491.34,511.68,298.36,276.39,206.18,,288.74,342.77,349.47,335.79,350.47,345.78,,,,213.25,347.90,419.75,471.15,438.86,457.04,444.60,501.22,528.10,475.45,464.11
2015-01-02 22:11:50.958000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,181.19,229.39,284.38,,,,,342.33,327.61,307.71,,,388.65,467.85,302.88,477.35,294.88,350.92,524.32,438.32,447.31,426.32,339.30,276.00,393.91,418.49,414.69,263.53,249.34,,,380.03,365.99,445.78,,303.73,276.81,329.30,375.43,360.08,,427.34,,349.60,458.00,523.91,461.29,397.04,480.67,458.75,473.87,187.26,200.65,224.59,245.04,245.72,246.78,254.63,265.43,278.12,274.26,258.67,265.94,263.77,282.63,273.77,272.73,309.44,283.12,305.54,324.70,316.62,327.79,315.45,309.81,315.37,349.66,341.30,350.75,344.17,346.64,358.42,374.13,377.69,361.27,357.49,356.31,361.42,376.14,,,,386.81,374.86,377.47,392.50,412.91,408.41,416.45,418.04,423.57,407.28,392.78,418.92,430.44,435.81,463.20,526.62,539.31,531.98,,,,,,
2015-01-18 22:11:48.696000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.97,185.14,190.58,201.68,219.34,229.70,237.83,244.41,247.00,253.72,258.57,259.77,255.58,266.47,270.94,260.77,273.90,281.81,269.24,261.99,284.52,294.29,302.05,303.51,308.29,301.03,465.49,453.25,487.35,293.16,273.01,,,320.59,339.50,344.26,332.75,346.96,342.08,,,,209.57,337.94,406.57,463.81,442.22,450.42,432.63,481.72,478.15,428.02,395.49
2015-01-25 22:17:32.812000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.38,,,,,,,,,,,,524.89,491.72,449.78,522.93,490.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10 22:17:50.967000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.94,216.48,222.61,,505.85,413.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.56,488.58,535.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.16,272.76,224.98,
2015-02-26 22:17:46.964000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.10,,,,,,,,,,,,,,,,,,,,,228.51,275.33,230.69,
2015-03-30 22:17:01.871000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.36,507.77,,,,,,,,,,,,,,322.48,397.18,,,,,,,,,,,,,,,,,,,
2015-03-30 22:17:25.821000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.71,538.19,,,,478.21,519.30,532.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.09,209.29,216.20,206.23,204.21,207.14,,,,,,,,,,,,,,,,436.75,509.56,,,,,,,,207.69,236.42,224.04,,,,335.50,405.36,,,,,438.64,541.12,512.06,,,,,,,221.69,229.09,235.81,230.25,229.15,172.56
2015-04-24 22:11:08.401000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.14,191.29,194.49,214.88,221.67,183.93,216.68,229.45,239.09,242.87,246.89,250.72,260.43,265.40,267.67,260.76,272.48,279.64,280.87,280.83,284.60,272.59,262.94,290.62,301.76,304.41,308.55,312.40,305.84,467.48,455.81,515.01,299.66,275.88,,296.85,333.51,344.46,350.76,333.09,337.37,341.16,,,,199.05,350.47,405.07,469.62,437.10,450.33,433.83,503.77,518.64,518.71,398.68
2015-05-10 22:10:52.487000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.04,259.97,,,,,,,,,,,,,,,,,,,,,,,186.77,195.79,194.83,213.92,220.51,218.55,221.59,229.61,240.98,243.86,247.81,250.62,260.30,264.79,267.77,270.03,273.76,280.38,282.70,286.43,286.05,272.19,264.82,292.40,301.99,305.55,309.05,312.54,307.16,502.19,495.90,508.43,299.84,281.86,212.99,235.16,336.77,346.10,352.64,344.58,336.71,347.53,,,,198.22,351.43,405.74,479.31,436.38,449.83,433.10,503.92,516.13,519.92,488.79
2015-07-20 22:17:10.706000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.39,194.17,195.14,201.45,185.98,211.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.43,219.92,207.30,196.38,286.37,,,,,,,,176.83,220.21,,,,,,,,,,,,,,221.44,261.66,258.14,246.03,198.86,191.82,331.99,218.38,,,,
2015-07-20 22:17:34.660000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.00,194.91,195.80,202.04,186.70,211.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.71,216.80,219.92,187.90,,,,,,,,,,,,195.46,191.89,187.77,220.78,207.42,196.74,266.80,,,,,,,201.31,177.47,219.85,,,221.47,273.22,,,,,,,,,,222.31,262.01,258.22,246.33,201.70,225.71,332.50,220.20,,,,
2015-07-29 22:11:25.856000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.22,270.05,231.35,,,,,,261.57,300.67,205.98,186.34,182.96,214.28,226.33,233.67,241.52,246.29,251.33,257.55,263.06,260.53,254.94,265.31,274.18,262.13,266.35,281.96,267.93,261.43,285.47,298.17,301.33,304.87,308.93,303.34,466.93,454.46,535.84,296.99,278.77,,293.45,328.93,411.26,493.31,428.94,430.33,346.84,,,,200.39,353.68,403.18,514.03,433.97,451.72,430.09,481.64,483.19,427.89,395.74
2015-10-08 22:17:36.852000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.97,247.45,239.32,254.45,,,,,,,,,,289.58
2015-10-08 22:18:00.802000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.54,246.19,238.45,252.50,,,,,,,,,,288.71
2015-12-11 22:18:06.578000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.56,377.13,415.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.64,527.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.34
2015-12-20 22:11:57.501000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.41,187.55,190.85,202.68,200.45,188.82,210.34,225.70,233.77,240.10,246.53,252.17,258.07,262.80,264.58,266.75,269.91,274.86,274.26,280.64,285.00,270.40,265.64,288.68,301.56,304.06,309.99,312.61,306.45,509.14,503.10,504.00,298.68,279.02,,300.29,290.01,343.38,351.06,344.41,344.12,343.26,,,,206.86,350.16,416.48,477.40,438.06,453.06,439.45,499.65,514.26,524.84,498.52
2015-12-27 22:17:43.409000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.57,268.62,297.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.45,423.51,,,,,,,,
2015-12-27 22:18:07.368000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.88,269.05,298.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.79,424.14,,,,,,,,
2016-01-21 22:11:54.068000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.01,189.40,194.83,201.26,191.43,189.47,209.25,220.82,231.10,235.33,240.68,244.92,253.33,256.14,258.49,256.71,267.55,272.74,264.32,277.08,283.51,268.31,261.45,282.13,297.16,300.35,303.47,309.17,304.70,466.45,463.37,543.22,295.20,270.65,,296.93,328.77,340.40,345.50,341.34,342.29,344.56,,,,204.22,349.78,410.46,467.56,435.91,448.13,434.31,537.04,542.95,508.24,398.29
2016-02-22 22:11:42.580000,L8,,,,,,,,,,,,,,,,331.93,345.32,515.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.34,219.65,,,,,,,,,,,,,,,,,,,,,543.66,470.19,407.41,547.06,470.00,363.58,,,,,,,,,483.01,323.69,349.65,,,542.90,256.72,258.30,253.22,252.97,238.36,251.64,252.87,261.14,273.03,268.53,480.62,427.49,300.96,298.09,306.89,309.43,310.44,312.35,333.51,277.05,324.72,340.64,330.49,309.42,347.46,362.64,363.89,511.76,514.41,538.87,333.55,284.81,330.65,372.35,375.33,402.79,410.99,355.14,354.88,374.96,351.69,361.35,318.62,416.31,410.73,461.25,499.96,455.62,465.93,489.35,518.07,490.58,475.07,447.78
2016-03-09 22:11:40.902000,L8,,,,,,,,,,,,,,,,,,,,,,217.91,242.02,267.56,307.89,257.53,232.54,271.73,254.22,,,,,,,,,,246.49,303.37,258.53,333.08,222.97,,382.87,,205.09,287.30,335.45,270.02,196.28,414.36,449.19,458.49,422.38,255.09,272.71,,187.86,290.89,402.25,371.19,348.33,294.62,300.82,483.90,435.71,541.97,292.59,360.19,302.42,322.41,306.15,331.12,333.35,388.55,390.75,465.74,332.67,246.26,538.43,375.37,354.07,504.32,299.30,305.62,407.50,439.29,433.71,296.76,331.26,432.35,422.67,435.49,419.88,447.28,448.51,432.59,386.23,322.44,479.18,465.85,469.72,505.39,548.40,445.94,431.61,475.27,477.96,415.81,544.86,537.95,530.16,508.94,422.60,523.39,516.74,,553.78,485.99,483.98,499.85,394.73,528.28,499.56,452.64,398.81,391.00,513.03,496.72,533.16,414.05,456.49,473.41,556.06,525.91,507.88,505.84,,532.92,522.46,528.82
2016-03-25 22:11:32.353000,L8,,,,,,,,,,,,,,,,,,,,,,267.08,306.33,327.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.18,306.25,,,,,,,,,,,,,,,432.40,443.64,,,,,,,,,500.29,555.43,184.21,185.63,184.54,191.34,217.01,386.53,390.14,436.69,219.20,221.28,225.82,224.87,231.34,239.91,247.87,252.06,258.85,264.95,265.02,293.58,283.58,305.48,319.26,325.12,297.64,295.56,315.43,319.72,334.55,306.17,311.78,311.44,319.09,313.90,497.70,491.20,511.32,308.00,292.75,331.46,394.35,357.49,367.49,359.25,390.41,405.42,400.44,411.93,414.18,410.40,351.44,427.94,465.67,504.44,460.49,487.37,488.16,497.50,500.29,466.04,455.79
2016-04-17 22:17:33.648000,L8,,522.40,,,,,,,,,,,263.58,371.48,382.90,,,553.53,535.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12 22:11:20.683000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.64,194.63,198.15,212.26,217.96,217.49,223.33,228.97,236.65,243.77,247.39,251.84,262.01,262.26,265.75,269.66,275.01,281.64,287.90,292.76,291.16,275.05,266.40,292.90,301.24,306.83,310.71,313.76,307.17,470.06,474.42,,301.46,281.15,241.48,301.47,334.92,349.32,353.14,345.75,339.21,359.63,,,,193.60,355.75,411.34,480.57,441.01,456.68,435.35,484.00,536.04,438.37,400.87
2016-06-04 22:17:16.433000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.71,362.94,376.14,,,,,,,,,,,,,,,,,,,,,,,,,,,301.85
2016-06-04 22:17:40.392000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.98,365.05,378.91,,,,,,,,,,,,,,,,,,,,,,,,,,,326.52
